geneA,geneB,weight
LY9,SH2D1A,0.9180401226372337
GSTA2,GSTP1,-0.7184119436361401
CORO1A,WAS,0.7167438713703489
NKG7,TYROBP,0.9165487706747124
CYP4F2,PLA2G10,-0.8112735740474263
PDZK1,PDZK1IP1,-0.9111070852352925
JAK3,PTPRC,0.8743732909494186
CD4,CD9,-0.8286063951051431
CYP2D6,SLC35A2,0.8896763804534701
CYP2C9,CYP4F2,-0.8755386182647162
CYP4F3,PLA2G12B,0.8112045459747645
CCL20,CXCL3,-0.9075608784980362
CPS1,OAT,0.8851996057247987
CD40,MS4A1,0.9383913759138389
DDX3Y,KDM5D,0.965668122488529
BTLA,CD69,0.7702985930741182
EPHA1,EPHA2,0.7697395164219488
MRPL13,RPS4Y1,0.9779648766262176
CXCL8,PLAU,-0.7048685028630154
BACH2,LEF1,0.9253918602153439
JUND,MYC,-0.7407458957553799
CCL19,VCAM1,0.7532808663303721
BTK,CD52,0.883474975571465
CYP4F2,UGT2B17,0.8099282289888239
LPCAT4,PLA2G2A,-0.7738803228227936
CXCR2,GRK2,0.8895590856560018
KDM5D,ZFY,0.9714446207687992
CD3E,IL2RB,-0.7661327899665491
CASP8,DFFB,0.9553086579409563
LYL1,SPI1,-0.8557484677599972
COL18A1,LAMA1,-0.7653748900139666
HCST,NKG7,0.8821978365243313
CD38,FCGR2B,0.9256290176284558
MT1X,MT2A,0.8455930530021489
CXCL13,CXCL9,-0.7920464564796968
ALDH1A2,BCO1,-0.8929138811064383
PFN1,TLR10,0.7267325975516733
DGAT2,SREBF1,-0.884209893133572
CR1,FCGR3B,-0.9667750351126093
SNRPN,TSSC4,0.8864079357950596
CD22,CD28,0.924463626708521
MYL9,SRC,0.8262596200462742
CD3E,HLA-DQA1,-0.8745910069950367
CD5,IGLL5,-0.8536786256695118
CXCL8,LTF,-0.8798319942650221
MRPL13,RPL22L1,0.8693189137606575
CCL23,CCL25,-0.7268468725449406
CD19,CD52,0.8973083084339049
CD4,MUC1,0.7394029721098585
EGR2,FOS,0.9295927232828516
CCL2,CCL4L2,0.9075495124990806
CCL15,CXCR2,0.8121457054197527
CTLA4,SRC,-0.7932158119021174
DDX3Y,USP9Y,0.9171954631910954
IRF8,PAX5,0.9609124567476461
IFI44L,MRPL36,-0.8669815339718864
CD1C,PAX5,0.8505252657346841
TREM1,TYROBP,0.8554579101417971
MMP9,VCAM1,0.8287527423832961
PDCD1LG2,PTPRC,0.8146522848297296
EOMES,NKG7,-0.9360635165886683
CARD11,ITK,0.915604944178991
CD4,LILRB1,0.810258010916194
PTPRC,VWF,-0.9021289880597153
CD3E,GNLY,0.797700400866743
CTLA4,CXCL9,-0.9399972929711115
CYP3A4,GSTP1,-0.9118555552329454
CCL2,CXCL5,-0.9279104016402767
MMP2,VCAM1,-0.7664916601961368
ADAM12,MMP9,0.7639809885712529
CD38,CD52,0.8609788591101661
CDH1,RPL39,0.7713457397844309
CYP2B6,UGT2B17,-0.7614816243387593
ACSL1,SCD,0.7972965775059673
CXCL10,LTA,-0.7827633125314932
RPS4Y1,USP9Y,0.8974623484822775
IFNGR1,PIK3CD,0.7790372859167846
LTB,NFKB2,-0.8518591303374411
SDHB,SDHC,0.9181712805289
CDH1,RPLP0,-0.758876459462273
AICDA,PAX5,0.9664845991508196
CD27,FCGR2B,-0.7010015902720802
CD3E,FCGR3B,0.8916302668481203
CCL20,CCL8,0.9139107962803652
CCL8,CXCL3,-0.9693999136518942
CR2,FCER2,0.818578204547742
MNDA,TLR8,0.8164682484532503
CTLA4,IL2RB,0.9568583357035797
CDH1,NCSTN,0.7105966423598896
CXCL9,GBP5,0.8598881858172424
CHCHD10,CHCHD3,-0.7831534126362202
CD22,PTPRC,0.9605195440523504
CXCL3,CXCL5,0.7850623807044368
GNB2,RGS13,0.9767410295070255
ANPEP,CD5,-0.8504856568350327
FCN1,MNDA,-0.7781945889442969
ICOS,PTPRC,0.7629972354797682
CYP2J2,CYP4F2,0.8826539564058777
ACKR3,CXCL8,-0.9094284086159089
BTK,PIK3CD,0.9298271203739762
CDH1,MUC1,-0.7702230207570797
FCRLA,MS4A1,0.9930951230028798
