geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999751497100352
CLDN18,OCLN,0.9999999999999873
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,0.3214376939590638
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999998173
IL16,LTA,-0.9990978962920805
APOB,OLR1,0.9999982564477156
IL1A,ITGAX,-0.9984552928863255
EDN3,HCAR2,-0.9999808386066706
CXCL9,IFNG,-0.9999982376892872
CXCL9,PTPRC,0.9980195092396205
ADAM33,SPINK5,-0.8749802839397772
DEFA5,MMP7,0.9999933440707252
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999976997457
CCL13,CXCR1,-0.9999999995463892
CXCL10,SOCS1,0.9999999817158375
ADCYAP1,GCG,-0.9999999999837025
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999998843
FCGBP,MUC2,-0.9403451913895078
IL1A,IL6,0.9998490035649643
MMP12,TIMP1,-0.9999993420737001
PROM1,SEMA4A,-0.9999999999996607
NCF2,PRKCB,0.9999999999043391
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999993664
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999994662238918
BLK,CD19,-0.9999999999365092
LCN2,MMP9,-0.9999999418113024
HSPG2,LRP8,-0.9979082638547117
APOE,ICAM1,-0.9999999999999998
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9424029511782076
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999998685134
CD40,SELP,-0.9999999999999999
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999994605726505
FCAR,FCGR3B,0.9999998718324233
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999997
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9999234088111075
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999998679
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9985503346085278
FOXP3,TNF,-0.9999999999999997
ANPEP,PTPRC,-0.6608347199718343
COL14A1,LUM,-0.9999999999999999
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9972644391240004
GBP4,IFI44L,-0.9314925073972535
PTGS2,TNFAIP3,0.9999999999951996
SAMD9L,TRIM22,-0.9999999999999989
DOCK4,RPS28,0.9998359489202936
