geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999973148925105
CLDN18,OCLN,0.9999999999999962
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.3894516056479994
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999998842
IL16,LTA,-0.9990894160644943
APOB,OLR1,0.9999997778391688
IL1A,ITGAX,-0.9995193508326848
EDN3,HCAR2,-0.9998632465807742
CXCL9,IFNG,-0.9999992672226631
CXCL9,PTPRC,0.9865711274796941
ADAM33,SPINK5,-0.6182950563521897
DEFA5,MMP7,0.9999989607005082
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999967293999
CCL13,CXCR1,-0.9999999914320779
CXCL10,SOCS1,0.9999999474797552
ADCYAP1,GCG,-0.9999999999924167
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999817
FCGBP,MUC2,-0.9880034166020336
IL1A,IL6,0.9997017744466132
MMP12,TIMP1,-0.9999995917373771
PROM1,SEMA4A,-0.9999999999631601
NCF2,PRKCB,0.9999999995115453
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999965525
ADH6,UGT2B17,0.9999999999999994
HGF,MMP1,0.999999025215063
BLK,CD19,-0.9999999999907248
LCN2,MMP9,-0.9999999611929783
HSPG2,LRP8,-0.999309800048033
APOE,ICAM1,-0.9999999999999998
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9867382488225251
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999995040681
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997966405113
FCAR,FCGR3B,0.9999996729006896
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999999
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9996870024712006
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999805
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9989302419714533
FOXP3,TNF,-0.9999999999999999
ANPEP,PTPRC,-0.6100825844152916
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9921151302910091
GBP4,IFI44L,-0.9929151875195705
PTGS2,TNFAIP3,0.9999999999787664
SAMD9L,TRIM22,-0.9999999999999998
DOCK4,RPS28,0.9976096046850255
