geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999996920402484
CLDN18,OCLN,0.9999999999999946
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.6055576944604775
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.999999999999642
IL16,LTA,-0.9993694875906238
APOB,OLR1,0.9999991265567789
IL1A,ITGAX,-0.9994034233413616
EDN3,HCAR2,-0.9999640240499992
CXCL9,IFNG,-0.9999975611332281
CXCL9,PTPRC,0.9954129404132888
ADAM33,SPINK5,-0.35530541217709355
DEFA5,MMP7,0.9999992837990291
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999965897728
CCL13,CXCR1,-0.9999999920914135
CXCL10,SOCS1,0.9999999567567283
ADCYAP1,GCG,-0.999999999723595
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999801
FCGBP,MUC2,-0.8997431024512057
IL1A,IL6,0.9993937020553539
MMP12,TIMP1,-0.9999996278538832
PROM1,SEMA4A,-0.9999999999945854
NCF2,PRKCB,0.9999999997685673
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999987048
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999992946777323
BLK,CD19,-0.9999999999437623
LCN2,MMP9,-0.9999999217767263
HSPG2,LRP8,-0.9994914746679234
APOE,ICAM1,-0.9999999999999998
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.972997601076718
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999996713815
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999996993038333
FCAR,FCGR3B,0.9999998451107487
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999999
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9998187454813798
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.999999999999943
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9990329632994579
FOXP3,TNF,-1.0
ANPEP,PTPRC,-0.386531371649904
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9941504261189469
GBP4,IFI44L,-0.9771446980376609
PTGS2,TNFAIP3,0.9999999999846187
SAMD9L,TRIM22,-0.9999999999999998
DOCK4,RPS28,0.9998335934977861
CCL2,CXCR1,0.9999999999999808
