geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999999999981
HLA-G,LILRA1,-0.9999999994816586
CLDN18,OCLN,-0.40596697555602224
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.9999999999412481
ADAMTS2,COL1A1,-0.999999999952209
CD28,CD38,0.9999999999999978
IL16,LTA,0.29082998815114824
APOB,OLR1,1.0
IL1A,ITGAX,-0.9999999874610778
EDN3,HCAR2,1.0
CXCL9,IFNG,-1.0
CXCL9,PTPRC,1.0
ADAM33,SPINK5,0.9999997177093071
DEFA5,MMP7,-0.9999993493347029
SLC15A1,SLC6A19,-1.0
FN1,OCLN,0.9999999999999998
CCL17,CXCL10,0.9999510700993245
CCL13,CXCR1,-0.9999999997971302
CXCL10,SOCS1,-0.9969634328947593
ADCYAP1,GCG,-0.999998602471087
CCL25,CXCL3,1.0
CCL4L2,CCR4,-0.9983781900110471
FCGBP,MUC2,0.9999999999998631
IL1A,IL6,-0.6325240299710924
MMP12,TIMP1,0.8846864486026962
PROM1,SEMA4A,0.9998803947043984
NCF2,PRKCB,0.999999999999989
LTF,SLC11A1,-0.9999999245749137
ACE2,VWF,1.0
ADH6,UGT2B17,-0.9999999999999143
HGF,MMP1,-1.0
BLK,CD19,0.7338386471795756
LCN2,MMP9,-0.9999814252842634
HSPG2,LRP8,-0.9998160807059581
APOE,ICAM1,0.9999979717589338
CXCL2,TNF,-0.9999999999999968
CSF3,LTA,0.6534261617087721
CCL19,CXCL9,1.0
CD274,LILRB1,-0.999642055118384
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999985109
IGFBP5,THBS1,0.9999999999999241
BLK,TNFAIP3,1.0
FCAR,FCGR3B,-1.0
C3,MMP9,1.0
CXCL10,IL1B,-0.9999660049061726
CSF2,FCGR2A,-0.9999999999993476
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9999998780430547
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9889734790370193
FOXP3,TNF,0.9999999999999329
ANPEP,PTPRC,-0.9999952842315477
COL14A1,LUM,0.9973821888031141
COL3A1,FN1,-0.9999999987948488
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,-0.9999999998610966
PTGS2,TNFAIP3,-0.999999999999784
SAMD9L,TRIM22,0.999080914415685
DOCK4,RPS28,0.9999999999840544
CCL2,CXCR1,-0.9999999999999877
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999998
CNTFR,CSF3,0.9999999999947872
BPIFB1,MUC5B,-1.0
MADCAM1,SELL,1.0
CD14,FCER1G,-0.9999999999482055
ITGB7,VCAM1,0.999999999995203
CTSG,LYZ,-0.9906120553719888
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-1.0
CCL22,CXCR1,-0.9999980464471286
CCL2,ITGAX,-0.9999999999999941
ICOS,ITK,0.9999999979238784
FCGR3A,PTPRC,-0.6941097555122178
PADI4,VWF,-0.9999999992503952
BLK,CXCR5,0.9962470525187949
HLA-DQA2,PDCD1LG2,-0.9999999923079561
CXCL10,RETNLB,-0.6424213385683436
GZMB,KLF2,0.9999665418084022
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999999218
CD1C,CR2,0.9999999999610575
COL4A3,ITGB7,0.9999999999840669
AIM2,NLRC5,0.9999998946022413
CYP26B1,CYP2B6,1.0
