geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999867608775102
CLDN18,OCLN,0.9999999999999947
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.629428963936713
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999998814
IL16,LTA,-0.9995113856443997
APOB,OLR1,0.9999995669974286
IL1A,ITGAX,-0.999658912160249
EDN3,HCAR2,-0.9999213405776608
CXCL9,IFNG,-0.999997083063198
CXCL9,PTPRC,0.9847359530553873
DEFA5,MMP7,0.9999994990019013
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999586586755
CCL13,CXCR1,-0.9999999947009728
CXCL10,SOCS1,0.9999999682716939
ADCYAP1,GCG,-0.9999999989999366
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999958
IL1A,IL6,0.9946953537348847
MMP12,TIMP1,-0.9999997198522537
PROM1,SEMA4A,-0.9999999999965846
NCF2,PRKCB,0.9999999986870547
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999974194
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999983548445526
BLK,CD19,-0.9999999999868104
LCN2,MMP9,-0.999999968639784
HSPG2,LRP8,-0.9997774586145425
APOE,ICAM1,-0.9999999999999999
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9962127190797891
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999955570775
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.99999998862244
FCAR,FCGR3B,0.9999997786820094
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999999
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.999831268524597
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999734
NTRK2,SH2B2,-0.9999999999999999
FCMR,VPREB3,0.9991000099115943
FOXP3,TNF,-1.0
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9955387082015986
GBP4,IFI44L,-0.9990970237084652
PTGS2,TNFAIP3,0.9999999999435736
SAMD9L,TRIM22,-0.9999999999999998
DOCK4,RPS28,0.9997719163965579
CCL2,CXCR1,0.9999999999998843
CHI3L1,IL13RA2,0.9999999999999997
ADCY7,PKLR,-0.9999998684841366
BPIFB1,MUC5B,0.8272480758946915
