geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.999999999999998
HLA-G,LILRA1,-0.9999999996411174
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.9999999999491965
ADAMTS2,COL1A1,-0.9999999999501112
CD28,CD38,0.9999999999999986
IL16,LTA,0.513664404929558
APOB,OLR1,1.0
IL1A,ITGAX,-0.9999999909741856
EDN3,HCAR2,1.0
CXCL9,IFNG,-1.0
CXCL9,PTPRC,1.0
ADAM33,SPINK5,0.9999994083652979
DEFA5,MMP7,-0.9999993096073312
SLC15A1,SLC6A19,-1.0
FN1,OCLN,0.9999999999999998
CCL17,CXCL10,0.9999519989541429
CCL13,CXCR1,-0.9999999998855442
CXCL10,SOCS1,-0.9957702003520887
ADCYAP1,GCG,-0.9999985964313393
CCL25,CXCL3,1.0
CCL4L2,CCR4,-0.997852971662693
FCGBP,MUC2,0.9999999999999367
IL1A,IL6,-0.634995558134484
MMP12,TIMP1,0.938837266952762
PROM1,SEMA4A,0.9998002274547967
NCF2,PRKCB,0.9999999999999893
LTF,SLC11A1,-0.9999999050451157
ACE2,VWF,1.0
ADH6,UGT2B17,-0.9999999999998348
HGF,MMP1,-1.0
BLK,CD19,0.6761838877341286
LCN2,MMP9,-0.9999789674860918
HSPG2,LRP8,-0.999697959982986
APOE,ICAM1,0.9999980232939895
CXCL2,TNF,-0.9999999999999964
CSF3,LTA,0.7446842160359136
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9994270769990211
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999989208
IGFBP5,THBS1,0.9999999999999005
BLK,TNFAIP3,1.0
FCAR,FCGR3B,-1.0
C3,MMP9,1.0
CXCL10,IL1B,-0.99996643373711
CSF2,FCGR2A,-0.9999999999990422
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9999997912473733
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9908258407732499
FOXP3,TNF,0.9999999999999554
ANPEP,PTPRC,-0.9999974224511183
COL14A1,LUM,0.9977943513567947
COL3A1,FN1,-0.999999998981151
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,-0.9999999998026231
PTGS2,TNFAIP3,-0.999999999999733
SAMD9L,TRIM22,0.9994565540327222
DOCK4,RPS28,0.9999999999881554
CCL2,CXCR1,-0.9999999999999842
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999994
CNTFR,CSF3,0.9999999999918693
BPIFB1,MUC5B,-1.0
MADCAM1,SELL,1.0
CD14,FCER1G,-0.9999999999424464
ITGB7,VCAM1,0.9999999999979527
CTSG,LYZ,-0.962367707595682
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-1.0
CCL22,CXCR1,-0.9999976263509666
CCL2,ITGAX,-0.9999999999999898
ICOS,ITK,0.9999999988404138
FCGR3A,PTPRC,-0.6972198573080015
PADI4,VWF,-0.9999999990197149
BLK,CXCR5,0.9971253551684204
HLA-DQA2,PDCD1LG2,-0.9999999934269486
CXCL10,RETNLB,-0.8524379941751368
GZMB,KLF2,0.9999712793740583
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999998679
CD1C,CR2,0.9999999999787597
HLA-DQA2,PDCD1,0.3487800280569589
COL4A3,ITGB7,0.9999999999939891
AIM2,NLRC5,0.9999999269408041
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999974247225
CTHRC1,POSTN,-1.0
COL18A1,FN1,-0.999334827372917
CCL2,IL6,-0.9999996953502464
CD79B,CR2,0.9999999999715239
CCL20,CXCR4,0.9999999992077139
ITGAX,STAT1,0.5342781584337932
CXCL10,TLR2,-1.0
CYP2C9,CYP2D6,-0.9999977641620709
FN1,TNFAIP6,-0.9999999999999911
IFITM3,OAS2,-0.9999999999999111
CCR1,CXCL9,0.9999999999947572
NCF2,RAC2,1.0
CD79A,TCL1A,0.9999841256076412
ACE2,ITGB1,1.0
LTBP2,TGFB3,0.9999999999999998
S100A12,S100A9,-0.9999999985146625
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9999832110801183
CCL22,CCL4,0.9999998635215169
ITGAM,NCF2,0.9999999994537434
IDO1,ITGAX,0.9787305224208404
CXCL10,ITGAM,-0.9439448345511084
CD40,STAT1,0.9999662658065304
ADH6,DGAT1,-0.9999999995667469
CD40,CD83,1.0
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999999996529628
HIF1A,IL6,-0.9999999999999983
BGN,CHAD,0.9999999999999982
ARHGAP9,SASH3,0.9999999999997747
AICDA,POU2AF1,1.0
ICAM1,ITGAX,-0.8430331811093703
ITGB2,PTPRC,0.9999999999966218
SNAI1,TWIST1,-1.0
APOB,GPT,-0.9250431530588556
AGR2,FABP2,0.9859638850273975
LY9,SLAMF1,1.0
CXCL5,ICAM1,-0.9999999999999999
MMRN1,SELP,-0.9993140590962076
CD1C,IFNG,0.9999999999995721
GP1BA,ICAM1,1.0
CD19,SPIB,1.0
CD28,CD48,0.999999999999929
PI3,PIK3CD,0.9920763609310149
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999947012075
APOA1,GPT,0.9999999999994059
MUC13,MUC5B,-0.9991369190232123
REG1B,REG3A,-0.9943380969126474
FOXP3,TNFRSF4,0.903824886733154
IL6,LTA,0.9999999999991186
APOB,PLA2G12B,-0.9042559120212479
CD5,IL7R,1.0
ICAM1,IL6,-0.9999999999999393
HCAR2,SLC5A8,-0.9774598014075583
CD72,CD79A,1.0
CCL19,IFNG,0.9999999923550213
CHGA,MUC2,0.9968683208345379
F2RL2,PRSS3,1.0
CCR7,CXCR2,-0.994787224954642
APOA4,PLA2G7,1.0
CCL19,PTPRC,1.0
CD79B,PTPRC,0.9999999999997811
COL2A1,COL5A2,1.0
GCNT3,MUC2,0.9954828905582427
CARD11,DPP4,-0.9985858492984574
FCGR1A,ITGAX,-0.9999999999951067
CXCL13,IL1B,0.9997808631830951
CD80,CEACAM5,-1.0
FCN1,FCN3,-0.9999999999976005
CXCR4,MMP2,-0.9998920532994509
CYP2C9,UGT2B7,-0.9999999999999944
EDNRA,KCNJ2,-1.0
CYP2C18,CYP3A4,-1.0
SLAMF1,SLAMF6,1.0
IL1B,TREM1,-0.9999999999999976
MEP1B,NTS,-1.0
TNFSF11,TNFSF13B,1.0
SLC13A2,SLC26A2,-0.9999999999900242
SERPINE1,TIMP1,-0.999999999964572
ERBB3,EREG,0.999904628106869
CCL11,DPP4,0.99834456815504
FCGR1A,IL6,-0.9999999999965691
MT1E,MT1F,0.9999349899174114
BATF,CXCR5,0.9999646943246276
