geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999999999977
HLA-G,LILRA1,-0.9999999995433201
CLDN18,OCLN,-0.38502822776672063
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.9999999999444315
ADAMTS2,COL1A1,-0.9999999999481439
CD28,CD38,0.9999999999999971
IL16,LTA,0.2594324221622065
APOB,OLR1,1.0
IL1A,ITGAX,-0.9999999851378227
EDN3,HCAR2,1.0
CXCL9,IFNG,-1.0
CXCL9,PTPRC,1.0
ADAM33,SPINK5,0.9999996886210356
DEFA5,MMP7,-0.9999985435297037
SLC15A1,SLC6A19,-1.0
FN1,OCLN,0.9999999999999998
CCL17,CXCL10,0.9999409807023066
CCL13,CXCR1,-0.9999999997244319
CXCL10,SOCS1,-0.9971140383998045
ADCYAP1,GCG,-0.9999987797731165
CCL25,CXCL3,1.0
CCL4L2,CCR4,-0.9985111245886578
FCGBP,MUC2,0.9999999999999102
IL1A,IL6,-0.631360460685615
MMP12,TIMP1,0.9070338135866692
PROM1,SEMA4A,0.9999056351324794
NCF2,PRKCB,0.9999999999999879
LTF,SLC11A1,-0.9999999293337501
ACE2,VWF,1.0
ADH6,UGT2B17,-0.9999999999999166
HGF,MMP1,-1.0
BLK,CD19,0.813118020653971
LCN2,MMP9,-0.9999715907473361
HSPG2,LRP8,-0.9998304240261998
APOE,ICAM1,0.9999981040689119
CXCL2,TNF,-0.9999999999999968
CSF3,LTA,0.6630034198057058
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9996414716830515
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999985404
IGFBP5,THBS1,0.9999999999999338
BLK,TNFAIP3,1.0
FCAR,FCGR3B,-1.0
C3,MMP9,1.0
CXCL10,IL1B,-0.9999395961551587
CSF2,FCGR2A,-0.9999999999997173
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9999998409251349
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9912726407617395
FOXP3,TNF,0.9999999999999358
ANPEP,PTPRC,-0.9999952558349925
COL14A1,LUM,0.9978644906528826
COL3A1,FN1,-0.9999999984743893
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,-0.9999999998639137
PTGS2,TNFAIP3,-0.9999999999997802
SAMD9L,TRIM22,0.9992384344146951
DOCK4,RPS28,0.9999999999788652
CCL2,CXCR1,-0.9999999999999822
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999998
CNTFR,CSF3,0.9999999999951273
BPIFB1,MUC5B,-1.0
MADCAM1,SELL,1.0
CD14,FCER1G,-0.9999999999418008
ITGB7,VCAM1,0.9999999999955692
CTSG,LYZ,-0.9817820003443525
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-1.0
CCL22,CXCR1,-0.9999983025943849
CCL2,ITGAX,-0.9999999999999927
ICOS,ITK,0.9999999979340926
FCGR3A,PTPRC,-0.7036858902797279
PADI4,VWF,-0.9999999992147889
BLK,CXCR5,0.9965784259410475
HLA-DQA2,PDCD1LG2,-0.9999999924302804
CXCL10,RETNLB,-0.7416179538495028
GZMB,KLF2,0.9999629977474062
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999999137
CD1C,CR2,0.9999999999737584
HLA-DQA2,PDCD1,0.27795578144233857
COL4A3,ITGB7,0.9999999999894176
AIM2,NLRC5,0.9999998856915111
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999968022109
CTHRC1,POSTN,-1.0
COL18A1,FN1,-0.9991570305344681
CCL2,IL6,-0.9999997405533216
CD79B,CR2,0.9999999999701598
CCL20,CXCR4,0.999999999162268
ITGAX,STAT1,0.3654597942851632
CXCL10,TLR2,-1.0
CYP2C9,CYP2D6,-0.9999990685581336
FN1,TNFAIP6,-0.9999999999999875
IFITM3,OAS2,-0.9999999999999397
CCR1,CXCL9,0.9999999999934697
NCF2,RAC2,1.0
CD79A,TCL1A,0.9999870367840205
ACE2,ITGB1,1.0
LTBP2,TGFB3,0.9999999999999998
S100A12,S100A9,-0.9999999992016496
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9999687513878615
CCL22,CCL4,0.9999998232676213
ITGAM,NCF2,0.9999999993996553
IDO1,ITGAX,0.9707823017748104
CXCL10,ITGAM,-0.9593023526697555
CD40,STAT1,0.9999414050071975
ADH6,DGAT1,-0.9999999995263569
CD40,CD83,1.0
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999999998121714
HIF1A,IL6,-0.9999999999999984
BGN,CHAD,0.9999999999999983
ARHGAP9,SASH3,0.9999999999996784
AICDA,POU2AF1,1.0
ICAM1,ITGAX,-0.8847112665596234
ITGB2,PTPRC,0.9999999999940189
SNAI1,TWIST1,-1.0
APOB,GPT,-0.9494939876977232
AGR2,FABP2,0.9859880445694567
LY9,SLAMF1,1.0
CXCL5,ICAM1,-0.9999999999999999
MMRN1,SELP,-0.9994976014009996
CD1C,IFNG,0.9999999999989337
GP1BA,ICAM1,1.0
CD19,SPIB,0.9999999999999999
CD28,CD48,0.9999999999998981
PI3,PIK3CD,0.990802467945779
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999976481273
APOA1,GPT,0.9999999999993275
MUC13,MUC5B,-0.9995701101888013
REG1B,REG3A,-0.987444390389627
FOXP3,TNFRSF4,0.8905455068690052
IL6,LTA,0.9999999999991283
APOB,PLA2G12B,-0.9051166804895259
CD5,IL7R,1.0
ICAM1,IL6,-0.9999999999999326
HCAR2,SLC5A8,-0.9772361223131889
CD72,CD79A,1.0
CCL19,IFNG,0.9999999891820238
CHGA,MUC2,0.9905972679528334
F2RL2,PRSS3,1.0
CCR7,CXCR2,-0.9956315086614314
APOA4,PLA2G7,1.0
CCL19,PTPRC,1.0
CD79B,PTPRC,0.9999999999997131
COL2A1,COL5A2,1.0
GCNT3,MUC2,0.9850664595847257
CARD11,DPP4,-0.9970371137833842
FCGR1A,ITGAX,-0.9999999999966699
CXCL13,IL1B,0.9996632867863489
CD80,CEACAM5,-1.0
FCN1,FCN3,-0.9999999999984049
CXCR4,MMP2,-0.9998709419719659
CYP2C9,UGT2B7,-0.9999999999999951
EDNRA,KCNJ2,-1.0
CYP2C18,CYP3A4,-1.0
SLAMF1,SLAMF6,1.0
IL1B,TREM1,-0.9999999999999978
MEP1B,NTS,-1.0
TNFSF11,TNFSF13B,1.0
SLC13A2,SLC26A2,-0.9999999999855291
SERPINE1,TIMP1,-0.9999999999749554
ERBB3,EREG,0.9998893553074767
CCL11,DPP4,0.981498814771192
FCGR1A,IL6,-0.9999999999973647
MT1E,MT1F,0.9999581703090895
BATF,CXCR5,0.99992876791155
F5,SERPINA5,0.9999999999997802
CD22,CD72,1.0
