geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999879186875538
CLDN18,OCLN,0.9999999999999941
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.6708428075036152
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999989307
IL16,LTA,-0.9984479991342196
APOB,OLR1,0.9999996980627162
IL1A,ITGAX,-0.9995991302516348
EDN3,HCAR2,-0.9993047214859812
CXCL9,IFNG,-0.9999981866719906
CXCL9,PTPRC,0.9982601171335987
ADAM33,SPINK5,0.33728051214797994
DEFA5,MMP7,0.9999990071529063
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999995370659
CCL13,CXCR1,-0.9999999931847839
CXCL10,SOCS1,0.9999999871959456
ADCYAP1,GCG,-0.9999999999477283
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.999999999999937
FCGBP,MUC2,-0.7525323946845642
IL1A,IL6,0.9991635969128001
MMP12,TIMP1,-0.9999985205484492
PROM1,SEMA4A,-0.999999999993798
NCF2,PRKCB,0.9999999999654609
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999974106
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999981398541425
BLK,CD19,-0.9999999998334734
LCN2,MMP9,-0.9999997029435063
HSPG2,LRP8,-0.9999556400434412
APOE,ICAM1,-0.9999999999999994
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.8945508680985051
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999999475617
CD40,SELP,-0.9999999999999999
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.999999014598364
FCAR,FCGR3B,0.9999987999083172
C3,MMP9,-0.9999999999999999
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.999213382624741
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999911
NTRK2,SH2B2,-0.9999999999999999
FCMR,VPREB3,0.9997384893249317
FOXP3,TNF,-0.9999999999999994
ANPEP,PTPRC,-0.5743016873460387
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9686761375952214
GBP4,IFI44L,-0.9739273703928532
PTGS2,TNFAIP3,0.9999999999594534
SAMD9L,TRIM22,-0.9999999999999986
DOCK4,RPS28,0.9992998318791688
