geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999998525974
HLA-G,LILRA1,-0.9999999954245903
CLDN18,OCLN,0.9999999999999989
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-1.0
ADAMTS2,COL1A1,-1.0
CD28,CD38,1.0
IL16,LTA,-0.999999724823416
APOB,OLR1,0.9999999999996858
IL1A,ITGAX,-0.966950838869095
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999964609798647
CXCL9,PTPRC,1.0
ADAM33,SPINK5,0.9999969639602769
DEFA5,MMP7,0.8798634210784452
SLC15A1,SLC6A19,-1.0
FN1,OCLN,1.0
CCL17,CXCL10,0.9924122510431351
CCL13,CXCR1,-0.9999999999999987
CXCL10,SOCS1,-0.6299778178500558
ADCYAP1,GCG,-0.999991328456264
CCL25,CXCL3,0.9999999999999976
CCL4L2,CCR4,0.9999999999994005
FCGBP,MUC2,-0.9999991541371338
IL1A,IL6,-0.9999999571440549
MMP12,TIMP1,-0.9999999999993048
PROM1,SEMA4A,0.9999997709393382
NCF2,PRKCB,1.0
LTF,SLC11A1,0.999615882705518
ACE2,VWF,0.9999999999998729
ADH6,UGT2B17,-0.9896858159902969
HGF,MMP1,-1.0
BLK,CD19,0.9999960744845954
LCN2,MMP9,-0.9999987208351765
HSPG2,LRP8,-0.9514246670323068
APOE,ICAM1,-0.9999994205122863
CXCL2,TNF,-0.9999999996289074
CSF3,LTA,-0.999999999920445
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9995075790359612
CD79B,CXCL9,0.9999999999998954
CD40,SELP,0.9999999999986264
IGFBP5,THBS1,0.998514693427013
BLK,TNFAIP3,0.9985553216365567
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999999445801
CXCL10,IL1B,0.6091010541986883
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-0.9999999999999998
HAPLN1,LUM,0.9977343246897721
ADGRE2,SCT,0.9995472843517849
NTRK2,SH2B2,1.0
FCMR,VPREB3,-0.9999999824086038
FOXP3,TNF,0.9999871755285491
ANPEP,PTPRC,0.997921891705992
COL14A1,LUM,-0.8524227789412538
COL3A1,FN1,-0.9999999999402155
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,0.9991306601591193
PTGS2,TNFAIP3,0.999999999873565
SAMD9L,TRIM22,1.0
DOCK4,RPS28,-0.999999999807435
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-0.9999999999999707
ADCY7,PKLR,0.9999999999835255
CNTFR,CSF3,1.0
BPIFB1,MUC5B,-0.9999999698357935
MADCAM1,SELL,0.9999999999999983
CD14,FCER1G,-0.9999999931255823
ITGB7,VCAM1,0.9988414210186115
CTSG,LYZ,-0.9999999992033974
PHLPP2,PLEK,0.9999999999999993
FCGR3A,IFNG,-0.9999999999564105
CCL22,CXCR1,0.8085277116890329
CCL2,ITGAX,0.9999300983220462
ICOS,ITK,0.9999853802087227
FCGR3A,PTPRC,0.9697894097006101
PADI4,VWF,-0.9999999999106018
BLK,CXCR5,-0.9999999999941177
HLA-DQA2,PDCD1LG2,-0.9999279131979341
CXCL10,RETNLB,0.9999999799393064
GZMB,KLF2,0.999669020960727
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.999999999953395
CD1C,CR2,0.9999999999946638
HLA-DQA2,PDCD1,0.9999998256619687
COL4A3,ITGB7,0.9999971381063825
AIM2,NLRC5,0.9999978491014965
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999967344834716
CTHRC1,POSTN,-0.9999999999999978
COL18A1,FN1,-0.7115845895626973
CCL2,IL6,-0.999999999999333
CD79B,CR2,-0.9994552729577563
CCL20,CXCR4,1.0
ITGAX,STAT1,0.9996522312319497
CXCL10,TLR2,-0.999999999987974
CYP2C9,CYP2D6,-1.0
FN1,TNFAIP6,-0.9999999999874566
IFITM3,OAS2,-0.9999999999945418
CCR1,CXCL9,0.9999999999055085
NCF2,RAC2,1.0
CD79A,TCL1A,0.9999999992106521
ACE2,ITGB1,1.0
LTBP2,TGFB3,1.0
S100A12,S100A9,-1.0
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9999983824332767
CCL22,CCL4,0.9999999833052727
ITGAM,NCF2,0.9999999999665045
IDO1,ITGAX,0.9999999884210641
CXCL10,ITGAM,0.9999999920263672
CD40,STAT1,-0.9947970572831321
ADH6,DGAT1,-0.9999999976122665
CD40,CD83,0.9306622867021912
CSF3R,OSM,-1.0
EGR1,ERBB3,0.999999999816085
HIF1A,IL6,-0.6731993239336613
BGN,CHAD,0.9999999999560067
ARHGAP9,SASH3,0.9999646200219561
AICDA,POU2AF1,1.0
ICAM1,ITGAX,0.999999332383821
ITGB2,PTPRC,0.9971997346721658
SNAI1,TWIST1,-1.0
APOB,GPT,-0.999999999999326
AGR2,FABP2,1.0
LY9,SLAMF1,0.9999999999995436
CXCL5,ICAM1,-1.0
MMRN1,SELP,-0.9999999911227249
CD1C,IFNG,1.0
GP1BA,ICAM1,1.0
CD19,SPIB,1.0
CD28,CD48,0.9999999900904655
PI3,PIK3CD,0.5435045119034951
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999999999586
APOA1,GPT,0.9999998739365846
MUC13,MUC5B,-0.9984954990767367
REG1B,REG3A,-0.9999234076053215
FOXP3,TNFRSF4,0.9489130186952013
IL6,LTA,0.9999991921235889
APOB,PLA2G12B,-0.9999999999999999
CD5,IL7R,0.9999998423118356
ICAM1,IL6,0.5972644592318549
HCAR2,SLC5A8,-0.9346066265752572
CD72,CD79A,0.9999999999993223
CCL19,IFNG,0.9999999998798174
CHGA,MUC2,-0.9999975431734137
F2RL2,PRSS3,0.9999998277223341
CCR7,CXCR2,0.9998750521184981
APOA4,PLA2G7,1.0
CCL19,PTPRC,0.999992420841122
CD79B,PTPRC,-0.9249254666817552
COL2A1,COL5A2,1.0
GCNT3,MUC2,-0.9961311602764353
CARD11,DPP4,-0.9999969193129056
FCGR1A,ITGAX,-0.9994685812791169
CXCL13,IL1B,1.0
CD80,CEACAM5,-0.9999999999998492
FCN1,FCN3,-1.0
CXCR4,MMP2,0.9999999999994339
CYP2C9,UGT2B7,-1.0
EDNRA,KCNJ2,0.9086967314843137
CYP2C18,CYP3A4,-1.0
SLAMF1,SLAMF6,1.0
IL1B,TREM1,-1.0
MEP1B,NTS,-1.0
TNFSF11,TNFSF13B,0.9996308354544742
SLC13A2,SLC26A2,-0.9999999999353983
SERPINE1,TIMP1,-1.0
ERBB3,EREG,0.9999999999304936
CCL11,DPP4,-0.9993365056600186
FCGR1A,IL6,-0.9999999999988273
MT1E,MT1F,-0.9998479244304312
BATF,CXCR5,-0.999980424345224
F5,SERPINA5,1.0
CD22,CD72,-0.9954684284763585
CCL4,CXCL9,0.9995316220208111
ADH1B,ADH1C,0.36672819870106466
HCAR2,NPY,1.0
ADCYAP1,SST,0.9991946204926724
CXCL5,MMP1,-1.0
CLDN18,CLDN8,0.9649230479621687
COL4A3,NPHS1,-0.99999984333761
CSF2,CXCL2,-0.9999999983838914
CR2,MME,-0.9997906555214905
FCAMR,FCAR,0.9999925541206224
ASAH2,SPHK1,1.0
POSTN,THBS2,0.3347501339360027
IL2RA,IL3RA,-0.9999999985040604
ABCB1,CYP3A5,-1.0
EIF1AY,TMSB4Y,-0.9862528300790872
PDCD1,TNF,0.9999999999997002
S100A12,SLC11A1,-1.0
CYP2B6,CYP4F3,-0.9999872143629642
ARG2,IL1B,0.9999999995443384
CCR1,IFNG,-0.99980358781584
CXCL8,MMP3,-0.9999999982787412
CCR1,PTPRC,1.0
CCL21,CXCL13,0.9999999956414583
CCL13,CXCL8,-0.9999999906836397
HGF,IDO1,-0.9999999998721174
CHGB,SST,-0.9975934807940344
CD5,MS4A1,0.9999998901032562
LOC102723407,MAF,1.0
CCL11,CXCR2,-0.9999999999999443
MEP1A,XPNPEP2,-1.0
DGAT1,MOGAT3,-0.9999998547547841
CCR2,SELL,0.99999650669978
ALPL,SPP1,-0.9999999999971096
F13A1,VWF,0.9999523176136281
OSCAR,TNFSF11,1.0
MT1G,MT1M,0.999988392906691
CXCL8,FPR1,-1.0
MT1E,MT1G,-0.9999996907749528
COL5A2,TNXB,1.0
HBEGF,PLAU,-0.9999999999999494
CCL18,CXCL6,0.7001417032881092
CCN2,IFNG,-0.9990629583447189
IL1B,VWF,-0.9999999823693022
CTSK,TNF,0.9999996336632742
CAPN3,MYOF,1.0
APOE,SCIN,0.9999999547525542
CCL28,CCR4,0.9999999999999999
CCL25,CXCL1,1.0
CCN1,SERPINE1,-0.9999999999999584
GNA15,RGS13,1.0
ITGAX,ITGB1,0.9994969942070447
COL15A1,COL5A3,-0.9999997136395523
SLC15A1,SLC28A2,-1.0
CD83,IL1B,0.9999999999999869
CRISP3,PLB1,1.0
CCL4L2,CXCR2,-0.999924760031829
FCAR,JCHAIN,-0.999999999999959
FCER1G,ITGB2,-0.999999747709306
ALDH1A2,CYP26B1,-0.9999998489360873
CD27,NCR3,0.9999999999999998
MME,MUC2,1.0
FCGR3B,FCRL1,0.9995972766328863
GNLY,STX11,-0.9273204060408035
LTF,SPP1,0.9998502047889336
EGR1,SNAI1,-0.9999999999999998
FCGR2A,ITGB2,-0.9995144505616252
CD24,SELP,0.9999999999999991
FCGR2B,FCRL2,1.0
CCL2,CXCL8,-1.0
CD38,CD69,1.0
IL1B,NLRP6,0.9999999998464486
ENTPD8,GUCY2C,-0.9999999999005066
HKDC1,KHK,-0.9999999989380691
LOC102723407,PIGR,-0.999999999999298
HSD3B1,HSD3B2,0.9999640582001386
MMRN1,VWF,-0.9999999999999999
APOA1,LTF,0.9538791930011484
KRT7,MUC2,-1.0
CXCL10,SAA2,-0.9999999999999717
NCF2,S100A9,-1.0
CCL4,IFNG,-0.9999999479303336
CCL13,CXCL9,-1.0
FCGR3B,LOC102723407,-1.0
PDCD1,TNFRSF4,0.9999999999921803
CCR2,CXCL13,1.0
HDC,HRH2,-0.9601363822205301
CFTR,PDZK1,1.0
ACE2,SLC6A19,-1.0
KDM5D,USP9Y,0.9985740800601778
CD38,NNMT,-0.9979535819897929
IL1B,SRGN,-0.999999992500672
CXCL3,IL1A,-1.0
HGF,SEMA3B,0.9999999693397351
DEGS2,RIC3,-1.0
DAPP1,PIK3AP1,0.7280249808404609
FCGR2B,ITGAX,0.9999999999793637
CCR2,TLR2,-0.9219861877002782
COL3A1,MMP7,-0.9999999896667072
C4BPB,CR1,0.9999999999999769
IGFBP5,SPP1,-0.9999999999980382
FPR1,PTAFR,-0.9999999999998651
FCGR3B,TNFRSF9,-0.9999957084795478
C8G,PTGDS,0.9999999998020662
IFNG,TNFSF13B,-0.9999999978400196
GCG,PYGL,-0.9999999194205665
SI,TREH,-1.0
FCER1G,PIK3CD,0.9999997341026656
CCR2,ICOS,0.9999921828702979
CD28,IL7R,0.9999999907223078
COL14A1,TGFB3,0.9999999999999979
PLAUR,SERPINE1,-1.0
CXCL1,CXCR5,0.9999999509774395
MMP7,PTGS2,0.9999999428935458
FADS2,PLA2G12B,0.9999999999991798
FCGR2B,IL6,0.999999078791093
HCAR2,HCAR3,-1.0
AIM2,TNF,0.9855999181072533
IFNG,SLC11A1,-1.0
LCN2,OLFM4,-0.9999994783049126
IL6,SNAI1,-1.0
FCGR3B,ICAM1,-1.0
APOA4,APOC1,0.9999998702898801
CSF3R,IL11,-1.0
CCL2,FCER1G,-0.9944852649794456
LGR5,RSPO2,0.9817929331961935
CXCL9,FCGR3B,-1.0
THY1,TIMP1,-0.9999999999993203
ADH6,MAOA,-0.9999999980934896
CYP1B1,GSTA2,0.9999999999784673
CYBB,MMP2,-0.998678180803957
FOS,HBEGF,-1.0
COL18A1,MMP7,-0.9999501388447126
CCL2,CXCL9,-0.32461774239214314
ADCY7,ENPP3,0.9999946127007127
FSCN1,MMP2,-0.7753469322107654
CTLA4,TNFRSF9,0.9990793355147848
STAT1,TNFSF13B,-0.9999999993751784
ANPEP,CR1,-0.9066707411848549
FCGR3B,HLA-G,-0.9902628611498294
EIF1AY,NLGN4Y,-0.7322629338610088
CXCL10,CXCR4,0.9999999985510414
IL1B,ITGAX,0.9999868086644892
EFNA1,ERBB3,-1.0
DERL3,FCRL5,0.9999999999983781
HBEGF,NRG1,-0.9999999999999796
ITGAX,ITGB7,0.999999999460635
CCL22,CXCL9,0.9999999995021231
CD52,PTPRC,0.8056157003183997
COL18A1,COL2A1,1.0
CYP2D6,UGT2B7,-1.0
CFTR,GUCA2B,-0.9999999999884758
CCR7,TNFRSF9,-0.7931629918263063
CD274,CXCL1,-0.9999999999999206
SCNN1A,SCNN1B,-1.0
CCL20,CCL22,1.0
IFNG,ITGB2,-0.9999522934862294
MUC2,MUC5AC,-1.0
CD22,CXCL9,1.0
IL1A,PTPRC,0.9999997072117014
NT5C2,PDE10A,0.9998841714965973
SIGLEC5,TLR2,-0.9999774981255115
CCL8,TNF,-0.9999999999999988
CCR7,ICAM1,0.9999999999999982
CES2,CYP3A4,-1.0
AICDA,CD19,0.9999999999569757
HGF,IL6,0.8877582572038096
CD28,PDCD1LG2,1.0
CD80,CXCR5,0.9999999999886543
FFAR2,SLC5A8,-0.9994176565249008
NR1H4,SLC51B,-0.999999999993961
CHGA,OLFM4,-0.9999999231754501
HBEGF,MMP9,-0.9999999999971191
CYP2C18,UGT2A3,-1.0
DPP4,TIMP1,-0.9997906709759692
CD80,IL2RA,-0.9724864317110171
ADCY7,PDE10A,0.9999057358834798
FOS,NFAT5,-0.9940678493269898
PEPD,PGC,1.0
ABCG8,NR0B2,-0.9999999996286913
IL2RA,TNFRSF4,-0.9999999594063337
CCL13,IFNG,-0.9999999999668674
IFNG,LCN2,-0.9999999999906366
FCGR3A,FCGR3B,-1.0
CD84,SLAMF1,0.9994080542780132
IFNG,OSMR,-0.999999971592144
TMSB4Y,UTY,-0.9999494433901338
C4B,CLU,0.9998373255256322
MUC1,WNT2,-1.0
CSF3,CXCL3,-1.0
CXCL1,IL1A,-1.0
NCF2,TLR2,-0.9999999999999997
CXCR5,IL7R,0.9999999999849621
GCG,IL6,-0.999999999994874
CNR2,GPR18,0.9999999999778172
FFAR2,NPY,1.0
LPIN3,LPL,0.9999999973831144
CXCR4,TFF3,-0.9999606956579543
FOXP3,SELL,0.9999999999998459
CFTR,SCNN1A,-0.9999999992345169
JAK3,SOCS1,-0.9463406568068241
CCL20,TNFAIP3,1.0
CD22,MSLN,0.9999630373297128
DGAT1,DHRS9,0.9999999999999983
ADAMTS1,AREG,-1.0
CFI,SERPING1,0.9999682962166867
AICDA,CXCR5,-0.9999360014796531
DOCK4,MRNIP,1.0
PDPN,SELP,-0.9671616073241494
GUCY1A1,PRKG2,0.9999999999999999
IL1RN,MEFV,-0.9999999992617189
CXCL3,CXCL5,-0.9999999999999964
CYP2B6,CYP7B1,1.0
COL15A1,COL18A1,-0.9999891106246604
CD79A,CXCL9,0.9999999999999997
TDRD12,TDRD6,0.9999999999999997
FCGR2A,FPR1,-1.0
CXCR2,IL6,-0.999999999911514
CCL19,CCL3,0.9999999999990387
CXCL13,CXCR4,0.9999999921271339
CXCL3,MMP9,-0.999999999921986
MUC17,MUC6,-0.9999975701380409
IKZF1,IKZF3,0.9999999999999992
CD274,CD69,0.9999999999999959
CCL2,IFNG,-0.8758358855438036
CCL2,PTPRC,0.9999999981009492
S100A4,TWIST1,-0.9999968268586931
IGLL5,MZB1,0.9999999793836787
CSF3R,JAK3,0.9999999999997393
PROM1,SNAI1,1.0
CD1C,FCGR3B,0.9999988056060226
HIF1A,POSTN,-0.9999995356885344
C3,FN1,-0.9999998458814627
MUC12,MUC13,0.7194163505373815
ANPEP,IL3RA,0.9999999418532596
BMP3,TFPI2,0.9999999999999997
CCL22,IFNG,-0.5340016474999701
IL1B,ZC3H12A,-0.9938493689032931
APOB,APOC3,-1.0
CD19,VPREB3,0.9999997163553798
APOA1,LRP8,-0.8934638862682084
ERBB3,PGF,1.0
CCN2,DCN,-0.9999999999970622
DSG3,EVPL,0.9999874950834851
FCGR3B,ITGAL,0.9650002844243374
CEBPB,IL6,-1.0
CSF3R,TLR8,0.9983504323428528
APOA1,APOC3,-0.9999999973865733
JMJD7-PLA2G4B,PLB1,0.9999529225430569
LAMC3,NID2,-0.9999999999602516
CYP2J2,CYP4F2,-1.0
CD80,IL1A,-0.8738732824493983
GCG,NR1H4,0.8105721293077959
FCGR3B,ZAP70,0.999999999724601
CCR7,CXCL11,0.9999990689144643
CD22,PTPRC,0.999999999999948
AOX1,CYP2C18,0.9999993528884078
IDO1,IFNG,-0.9999979096134073
CXCR5,MS4A1,-0.9998305274683309
LGR5,OLFM4,0.978257892110727
BMP3,SPP1,1.0
IDO1,PTPRC,0.999999999995142
CLU,LTBP2,0.99999936017092
HK2,SI,1.0
SPP1,VWF,-0.9999999999935915
CD79B,PIK3AP1,0.9999999885201339
GNG4,KCNJ15,1.0
ABCG2,CYP3A5,-1.0
IGLL5,PCSK9,-0.9999999999984405
ICAM1,PTPRC,1.0
CYP2B6,UGT2B7,-1.0
ABCG2,SLC22A5,-0.9999999999994071
ABCG5,CETP,0.768159159434388
IL22RA2,OSM,0.9999999999999982
ACE2,IFNG,0.999999999946882
IL11,IL2RA,-1.0
FOXP3,TLR2,-0.9996081288218494
FN1,TWIST1,-1.0
C3,FCGR3A,0.999999999997224
ITGB7,TNXB,0.9999999999998773
CETP,PCSK9,-0.9999999999999549
HSD3B1,SULT2B1,-1.0
CXCL5,CXCR1,-1.0
ITGA5,ITGB2,-0.9999999939698084
GUCA2A,GUCA2B,-0.9999999999990885
FOXP3,ICOS,0.9999999999997143
MNDA,TLR8,0.9983613547092609
CTLA4,ZAP70,1.0
MS4A1,TCL1A,-0.999996173836162
FCGR1A,IFNG,-0.9993546603196297
IL1R2,TNF,0.9571864618184408
FCGR1A,PTPRC,0.9999982964185907
FOXP3,ITGAM,1.0
NLGN4Y,TMSB4Y,0.6818892052597049
CCR4,JAK3,-0.9999319045741752
IGLL5,NOTCH3,-0.9998896325629311
IFNG,ITK,0.999997512953294
CCR7,ITGAL,0.9999715358689353
GAL3ST1,NEU4,-0.9999999999999943
ICOS,IL2RA,0.9999996867917169
IKZF1,RHOH,0.9999979041665081
CCL22,CXCL10,0.999994526179902
IL1B,PTGES,-0.9999999917029894
CCR7,ZAP70,0.9999593517427214
CYP3A4,FMO1,-1.0
ANO7,KLKB1,0.9999999922255348
CD19,CD24,1.0
CXCL5,IL6,-0.9999999999999938
KLKB1,SERPING1,0.9999997763848405
CNTFR,OSMR,0.9999999999883907
CXCL1,CXCL5,-1.0
NAALADL1,SELL,0.9310211550897769
CD53,LCP1,-0.9999995375619584
CD19,IL1B,1.0
CSF3,CSF3R,-1.0
CCL18,CXCR2,-0.9999861123956277
GBP1,IDO1,-0.9999999999999999
SELE,TNF,0.45943504410818475
ANK1,PLEK,0.999970280164043
IFNG,SPP1,-0.9999999999999998
CXCL1,MMP9,-0.9999954883992618
CSF2,GZMB,-0.9999999999986245
CLEC7A,ITGAX,-0.9999597617490598
CCL22,CCL23,0.9999988275637418
CD52,CD79B,-0.866427605001119
PDCD1,SOCS1,1.0
NTRK2,PGF,1.0
ICOS,TNFRSF13C,0.9999999999936108
CSF2,IL3RA,-0.9999999999872732
ACE2,CXCL10,0.999999999995271
LGR5,RSPO3,0.9999999999999893
CCL20,IL33,1.0
IL6,MUC1,-1.0
CEBPB,EGR1,-0.9998927995128074
P2RX7,TNF,-0.9999995396901271
CCR7,CD28,0.9999999999897426
HSD11B1,UGT2B17,0.9999999998415887
C5AR1,FPR2,-1.0
RPS28,SELENOP,-0.9999999873321119
CCL2,CTLA4,0.9999987879703455
ANPEP,TNF,0.9999999991375838
PDCD1,SELL,1.0
ADH1C,UGT2B17,0.9998713193102036
CXCL10,IFI44L,0.9997919628462494
FBP1,PFKFB3,0.9999999998508984
DGAT1,MTTP,-1.0
CCL4,LTA,0.9999999999443253
FCRLA,VPREB3,-0.999994732823089
LUM,VCAN,-1.0
CCL22,CTLA4,0.9564093904337709
CCL2,HGF,-0.9999999999999927
CYP3A5,UGT2B7,-1.0
APOC1,SAA2,-0.9999999993541147
IL7R,NAALADL1,0.9979192667993944
PTHLH,TNFSF11,1.0
IL11,IL1A,-1.0
CYP2C19,PLA2G2A,-0.9994405862059773
HBA1,HBB,-0.9999922837428339
ICAM1,PTAFR,-1.0
AICDA,CD38,1.0
GSTA2,GSTM1,0.9999917264114896
COL3A1,CTSK,-0.999999999999999
COL4A1,COL4A3,1.0
LCT,MGAM,-0.9999999999999999
CEACAM5,MUC2,-0.9999918607477465
C5AR1,IL6,-0.9999976425194385
CSF2,CSF2RB,-0.9999999999999957
NR1I2,UGT2B7,-0.9999999999999801
CD22,CTLA4,1.0
IL33,IL6,0.9999999999997796
FCRL3,ZAP70,0.9999962144758592
DAPP1,RAC2,0.9999999701398158
CES2,UGT2A3,-1.0
CD274,IL6,-0.9999766469211239
CCL17,CXCL3,-0.9981910973611802
CD40,CR2,1.0
ITGA5,TM4SF5,-0.5866912171350844
FABP1,MTTP,-0.9999999999963625
APOA1,SAA2,1.0
CD19,CD69,0.9955121169847279
COL3A1,FBLN2,-0.907534243067133
RELT,TRAF1,0.9999999999999781
CARD11,CD28,0.9999999999995485
HLA-G,STAT1,-0.9999999999976213
CYP2J2,CYP4F3,-0.9999999999999966
CA1,CA2,-0.9999999999998248
FCGR3A,PIGR,-0.9999573206760155
B4GALNT2,VWF,0.9999884594536346
CSF3,CXCL1,-1.0
BATF,IRF4,-0.5437106152775127
CD79B,SPIB,1.0
APOB,SERPINE1,1.0
CEBPB,CXCL8,-1.0
HSPG2,LPL,0.9999239659375379
FCGBP,TFF3,0.9999999941465161
MUC1,SELE,-1.0
ALDH1A2,UGT2B17,0.9999929070341294
IL6,LTF,0.9999622344134053
APOA1,SERPINE1,1.0
BTLA,CD40,0.9999999999999722
CYP3A5,SULT1E1,-0.9999999997873321
FPR2,TLR8,-1.0
GBP1,TRIM22,0.9999999999945061
CD40,IFNG,-0.9993313285222841
COL18A1,FBLN2,0.9999870446660375
PDCD1LG2,TNFRSF9,0.9999998499721687
IL1A,NLRP1,0.9999998838285684
LTF,S100A12,-0.9999999999999954
CCL23,CXCL9,1.0
ADH1C,DGAT1,0.9999950763925477
COL1A1,COL5A3,-0.9999999999999885
BCO1,ISX,0.511234613983881
ACE,GCG,-0.305964527677501
NCR3,TIGIT,0.9999999949331874
SLC11A1,TLR2,-1.0
GCG,PCK1,0.9999872185009286
LOC102723407,PAX5,0.999977889944971
BANK1,BLK,-0.9999999999353368
