geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999997596569528
CLDN18,OCLN,0.9999999999998822
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.808270589018275
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.999999999999571
IL16,LTA,-0.9995866180810079
APOB,OLR1,0.9999999998423224
IL1A,ITGAX,-0.9999162497223262
EDN3,HCAR2,-0.9997477940765049
CXCL9,IFNG,-0.9999992907134562
CXCL9,PTPRC,0.9920776191214108
ADAM33,SPINK5,-0.995267038343335
DEFA5,MMP7,0.9999991683157653
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.99999999600559
CCL13,CXCR1,-0.9999999918759688
CXCL10,SOCS1,0.99999991260002
ADCYAP1,GCG,-0.9999999994463956
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999646
FCGBP,MUC2,-0.8347715060660545
IL1A,IL6,0.9986673900089666
MMP12,TIMP1,-0.9999999629695144
PROM1,SEMA4A,-0.9999999999904468
NCF2,PRKCB,0.9999999998073583
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999562182
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999959545293748
BLK,CD19,-0.9999999999962274
LCN2,MMP9,-0.9999999742225039
HSPG2,LRP8,-0.9998767180395965
APOE,ICAM1,-0.9999999999999998
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9899574962817375
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999995777142
CD40,SELP,-0.9999999999999999
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999998161405625
FCAR,FCGR3B,0.9999988130184533
C3,MMP9,-1.0
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9970181785464227
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999895
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9988951104558267
FOXP3,TNF,-0.9999999999999999
ANPEP,PTPRC,0.7463733445318804
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.7167974467902904
GBP4,IFI44L,-0.999715049511003
PTGS2,TNFAIP3,0.999999999951783
SAMD9L,TRIM22,-1.0
DOCK4,RPS28,0.9998885067061217
CCL2,CXCR1,0.9999999999998714
