geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999921276753356
CLDN18,OCLN,0.9999999999999992
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.992665314276093
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999999754
IL16,LTA,-0.9994888179747751
APOB,OLR1,0.9999999651181312
IL1A,ITGAX,-0.9999409689607868
EDN3,HCAR2,-0.9939258068117754
CXCL9,IFNG,-0.9999984225337321
CXCL9,PTPRC,0.9895428670501898
ADAM33,SPINK5,-0.7066999145035925
DEFA5,MMP7,0.9999999338582468
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999938109038
CCL13,CXCR1,-0.9999999943966691
CXCL10,SOCS1,0.9999998843638588
ADCYAP1,GCG,-0.9999999999188919
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999768
FCGBP,MUC2,-0.8352931655086091
IL1A,IL6,0.9989705040283288
MMP12,TIMP1,-0.9999999492691334
PROM1,SEMA4A,-0.9999999999741689
NCF2,PRKCB,0.9999999995195337
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999968903
ADH6,UGT2B17,0.9999999999999999
HGF,MMP1,0.9999983455570677
BLK,CD19,-0.9999999999958592
LCN2,MMP9,-0.9999999732410917
HSPG2,LRP8,-0.9992523139091382
APOE,ICAM1,-0.9999999999999999
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9990003699688654
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999989234565
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997920519694
FCAR,FCGR3B,0.9999997244340879
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999999
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9997998216737011
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999997
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9992917790793778
FOXP3,TNF,-0.9999999999999999
ANPEP,PTPRC,0.4622828337829354
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9851687559402016
GBP4,IFI44L,-0.999559668484462
PTGS2,TNFAIP3,0.9999999999466168
SAMD9L,TRIM22,-0.9999999999999998
DOCK4,RPS28,0.999379118466213
