geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999961806523224
CLDN18,OCLN,0.9999999999999974
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.26435816297813114
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999994588
IL16,LTA,-0.999634993128065
APOB,OLR1,0.9999996550250597
IL1A,ITGAX,-0.9998363468162176
EDN3,HCAR2,-0.9992422896455031
CXCL9,IFNG,-0.9999996158261297
CXCL9,PTPRC,0.9958143789887374
ADAM33,SPINK5,-0.5173832228225753
DEFA5,MMP7,0.9999998996895266
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999696316982
CCL13,CXCR1,-0.9999999979763367
CXCL10,SOCS1,0.9999998397492064
ADCYAP1,GCG,-0.9999999999491347
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999826
FCGBP,MUC2,-0.43580772609658686
IL1A,IL6,0.9857588337337928
MMP12,TIMP1,-0.9999999989156545
PROM1,SEMA4A,-0.999999999985786
NCF2,PRKCB,0.9999999996696044
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999940934
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999934284465058
BLK,CD19,-0.9999999999934813
LCN2,MMP9,-0.9999999681000289
HSPG2,LRP8,-0.9988512796956395
APOE,ICAM1,-1.0
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9972483006814593
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999995692758
CD40,SELP,-0.9999999999999999
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997841378565
FCAR,FCGR3B,0.9999985492569654
C3,MMP9,-1.0
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9981655670413421
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999998979
NTRK2,SH2B2,-0.9999999999999999
FCMR,VPREB3,0.9964348329175035
FOXP3,TNF,-1.0
ANPEP,PTPRC,0.9266304581080784
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9825442939805961
GBP4,IFI44L,-0.9692109272693126
PTGS2,TNFAIP3,0.9999999999881155
SAMD9L,TRIM22,-0.9999999999999987
DOCK4,RPS28,0.9824918009784873
CCL2,CXCR1,0.9999999999998639
