geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999964773724178
CLDN18,OCLN,0.9999999999999887
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.49160131740018187
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999999356
IL16,LTA,-0.9995119584076416
APOB,OLR1,0.9999999999487071
IL1A,ITGAX,-0.9998620726421414
EDN3,HCAR2,-0.9977765354255097
CXCL9,IFNG,-0.9999968567310957
CXCL9,PTPRC,0.9785486158695321
ADAM33,SPINK5,-0.9896270279922702
DEFA5,MMP7,0.999999968928154
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999897479184
CCL13,CXCR1,-0.9999999996103405
CXCL10,SOCS1,0.9999999699478369
ADCYAP1,GCG,-0.9999999992192286
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999869
FCGBP,MUC2,-0.9971762425610597
IL1A,IL6,0.9984435596050624
MMP12,TIMP1,-0.999999832478063
PROM1,SEMA4A,-0.9999999999797288
NCF2,PRKCB,0.9999999996334387
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999854456
ADH6,UGT2B17,0.9999999999999998
HGF,MMP1,0.9999969730203183
BLK,CD19,-0.9999999999600617
LCN2,MMP9,-0.9999999363098329
HSPG2,LRP8,-0.9999441538799467
APOE,ICAM1,-0.9999999999999999
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9974142061904484
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999992611093
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999998545486648
FCAR,FCGR3B,0.999993117558008
C3,MMP9,-1.0
CXCL10,IL1B,-0.9999999999999999
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9998443341282713
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999928
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.999520879450951
FOXP3,TNF,-1.0
ANPEP,PTPRC,0.2755015080538139
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,-0.9881788958036721
GBP4,IFI44L,-0.9367457548535496
PTGS2,TNFAIP3,0.9999999999652419
SAMD9L,TRIM22,-0.9999999999999991
DOCK4,RPS28,0.9995645378833949
CCL2,CXCR1,0.9999999999998775
