geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999996912094621
CLDN18,OCLN,0.9999999999999848
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.7468772867765994
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999995314
IL16,LTA,-0.9994221957068198
APOB,OLR1,0.9999998773662689
IL1A,ITGAX,-0.9992286335478061
EDN3,HCAR2,-0.9997433030230232
CXCL9,IFNG,-0.9999996814370473
CXCL9,PTPRC,0.9965604863862936
ADAM33,SPINK5,-0.7511043712767651
DEFA5,MMP7,0.9999990408418533
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999995468661
CCL13,CXCR1,-0.9999999963715335
CXCL10,SOCS1,0.9999974611102407
ADCYAP1,GCG,-0.9999999996489637
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999921
FCGBP,MUC2,-0.610927093754326
IL1A,IL6,0.9997767417571674
MMP12,TIMP1,-0.9999993356645922
PROM1,SEMA4A,-0.9999999999984839
NCF2,PRKCB,0.9999999998858249
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999957222
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999975100281715
BLK,CD19,-0.9999999999975154
LCN2,MMP9,-0.9999999499764841
HSPG2,LRP8,-0.999614443978491
APOE,ICAM1,-0.9999999999999996
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9555129072475632
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999998513405
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997619130141
FCAR,FCGR3B,0.9999776653105027
C3,MMP9,-0.9999999999999999
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9955167293841115
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999998674
NTRK2,SH2B2,-0.9999999999999999
FCMR,VPREB3,0.9986133964259033
FOXP3,TNF,-0.9999999999999999
ANPEP,PTPRC,-0.5969006899722507
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9666663466298572
GBP4,IFI44L,-0.9836293889557903
PTGS2,TNFAIP3,0.9999999999594636
SAMD9L,TRIM22,-0.9999999999999994
DOCK4,RPS28,0.9999208296095302
