geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999949434907328
CLDN18,OCLN,0.9999999999999898
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.4290796436562513
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999995977
IL16,LTA,-0.9987100978000057
APOB,OLR1,0.9999995146158911
IL1A,ITGAX,-0.9999136034285979
EDN3,HCAR2,-0.999752206311386
CXCL9,IFNG,-0.9999976929850161
CXCL9,PTPRC,0.9971835915279874
ADAM33,SPINK5,-0.43168334768058503
DEFA5,MMP7,0.9999999326237828
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999992558015
CCL13,CXCR1,-0.9999999965534545
CXCL10,SOCS1,0.9999999844438464
ADCYAP1,GCG,-0.9999999998210896
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.999999999999966
IL1A,IL6,0.996853944269442
MMP12,TIMP1,-0.9999991715287027
PROM1,SEMA4A,-0.999999999998889
NCF2,PRKCB,0.9999999997267278
LTF,SLC11A1,1.0
ACE2,VWF,-0.999999999998274
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999979435234672
BLK,CD19,-0.9999999999523419
LCN2,MMP9,-0.9999999762510411
HSPG2,LRP8,-0.9999694600064525
APOE,ICAM1,-0.9999999999999998
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.8601428245481945
CD274,LILRB1,1.0
CD79B,CXCL9,0.999999999917167
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999996070545276
FCAR,FCGR3B,0.9999993608968641
C3,MMP9,-1.0
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9989763414278247
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999972
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.99948899936612
FOXP3,TNF,-0.9999999999999998
ANPEP,PTPRC,-0.485329331806025
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9957060760852797
GBP4,IFI44L,-0.9676437107517478
PTGS2,TNFAIP3,0.9999999999100931
SAMD9L,TRIM22,-1.0
DOCK4,RPS28,0.9998006301992184
CCL2,CXCR1,0.9999999999999174
CHI3L1,IL13RA2,0.9999999999999998
