geneA,geneB,weight
MEP1B,XPNPEP2,1.0
FN1,ITGAM,1.0
HLA-G,LILRA1,-0.9999986576008484
CLDN18,OCLN,0.9999999999999887
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,-0.4771159716150678
ADAMTS2,COL1A1,1.0
CD28,CD38,-0.9999999999998388
IL16,LTA,-0.999503004985877
APOB,OLR1,0.9999994799957874
IL1A,ITGAX,-0.9998890781499181
EDN3,HCAR2,-0.9999144533990313
CXCL9,IFNG,-0.9999994048223828
CXCL9,PTPRC,0.9879693000086153
ADAM33,SPINK5,-0.9571325080151402
DEFA5,MMP7,0.999999751363939
SLC15A1,SLC6A19,1.0
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999999959664441
CCL13,CXCR1,-0.999999995496698
CXCL10,SOCS1,0.9999999178368425
ADCYAP1,GCG,-0.9999999999671713
CCL25,CXCL3,-1.0
CCL4L2,CCR4,-0.9999999999999911
FCGBP,MUC2,-0.6887140583462207
IL1A,IL6,0.9894484861183793
MMP12,TIMP1,-0.9999999117328722
PROM1,SEMA4A,-0.9999999999970801
NCF2,PRKCB,0.9999999994898192
LTF,SLC11A1,1.0
ACE2,VWF,-0.9999999999982871
ADH6,UGT2B17,1.0
HGF,MMP1,0.9999991691142016
BLK,CD19,-0.9999999999946668
LCN2,MMP9,-0.9999999833657164
HSPG2,LRP8,-0.9997615820036345
APOE,ICAM1,-0.9999999999999999
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9887698152818217
CD274,LILRB1,1.0
CD79B,CXCL9,0.9999999993309779
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997903244955
FCAR,FCGR3B,0.9999989039945414
C3,MMP9,-1.0
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,0.9994774592383832
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999999855
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9980788773079863
FOXP3,TNF,-1.0
COL14A1,LUM,-1.0
COL3A1,FN1,1.0
CYP2B6,CYP4F2,0.9941176634213467
GBP4,IFI44L,-0.9883059286218576
PTGS2,TNFAIP3,0.9999999999158244
SAMD9L,TRIM22,-0.9999999999999998
DOCK4,RPS28,0.9996929828589889
CCL2,CXCR1,0.9999999999999296
CHI3L1,IL13RA2,0.9999999999999998
