geneA,geneB,weight
MEP1B,XPNPEP2,0.9999999192847402
FN1,ITGAM,1.0
HLA-G,LILRA1,0.753954706926037
CLDN18,OCLN,1.0
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,0.5637639907332471
ADAMTS2,COL1A1,0.999999998730907
CD28,CD38,-1.0
IL16,LTA,0.9999999938178341
APOB,OLR1,0.9999999999965482
EDN3,HCAR2,0.8874497693916434
CXCL9,IFNG,-0.9998570105862613
CXCL9,PTPRC,-0.9999986074898515
ADAM33,SPINK5,0.9999990690063029
DEFA5,MMP7,0.9999999999830268
SLC15A1,SLC6A19,-0.9999969326068503
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999991886915263
CCL13,CXCR1,-0.9999999499247147
CXCL10,SOCS1,-0.9992939509274519
ADCYAP1,GCG,-0.9359037329662667
CCL25,CXCL3,-0.9999999999999998
CCL4L2,CCR4,-0.9999999999999903
FCGBP,MUC2,0.9999999999999474
IL1A,IL6,-0.9999269791885336
MMP12,TIMP1,-0.9999989990219376
PROM1,SEMA4A,-0.9999999990315146
NCF2,PRKCB,0.9999999996955815
LTF,SLC11A1,1.0
ACE2,VWF,0.9998598928221497
ADH6,UGT2B17,0.9999999999999999
HGF,MMP1,-0.9999322396304394
BLK,CD19,-0.9999906652849231
LCN2,MMP9,-0.9999999725243586
HSPG2,LRP8,-0.9708632607544116
APOE,ICAM1,-1.0
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.999995882346826
CD274,LILRB1,1.0
CD79B,CXCL9,0.9980386327681184
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999994564531585
FCAR,FCGR3B,-0.9999999224377348
C3,MMP9,-0.9485486983760918
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,-0.9999988436689723
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999996655
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9739779514585096
FOXP3,TNF,-1.0
ANPEP,PTPRC,-0.9958968485373423
COL14A1,LUM,-0.9999999999703924
COL3A1,FN1,0.9999992226590814
CYP2B6,CYP4F2,-0.9999999999900989
GBP4,IFI44L,0.9989842106079926
PTGS2,TNFAIP3,0.999999999333926
SAMD9L,TRIM22,-0.9999999786927184
DOCK4,RPS28,0.9952546512665309
CCL2,CXCR1,0.9999979268182168
CHI3L1,IL13RA2,0.9405159971355523
ADCY7,PKLR,-0.9969284878963973
CNTFR,CSF3,0.9999999999996462
BPIFB1,MUC5B,-0.9953052585361895
MADCAM1,SELL,-1.0
CD14,FCER1G,-0.511430286645993
ITGB7,VCAM1,-0.9998225241732897
CTSG,LYZ,-0.9999999999964265
PHLPP2,PLEK,-1.0
FCGR3A,IFNG,-0.9873433579096708
CCL22,CXCR1,1.0
CCL2,ITGAX,0.9999970546503156
ICOS,ITK,-1.0
FCGR3A,PTPRC,0.9999910419597375
PADI4,VWF,-0.9999999989653191
BLK,CXCR5,0.9999989019708011
CXCL10,RETNLB,-0.9999999999999999
GZMB,KLF2,0.9999998130669621
FCRL5,MS4A1,-1.0
CCR1,FCER1G,-0.9999811288928795
CD1C,CR2,-0.9999999999892202
HLA-DQA2,PDCD1,0.9784050434225349
COL4A3,ITGB7,-0.9999999994109509
AIM2,NLRC5,-0.9999996238677545
CYP26B1,CYP2B6,-0.999999999999999
IL1B,SOCS3,0.9702785512574841
CTHRC1,POSTN,-0.999992942381756
COL18A1,FN1,-0.9999999998685718
CCL2,IL6,1.0
CD79B,CR2,-0.9434947076296071
CCL20,CXCR4,-1.0
ITGAX,STAT1,0.8315638311778706
CXCL10,TLR2,0.9999999756078211
CYP2C9,CYP2D6,0.9999959442051672
FN1,TNFAIP6,0.9999999673212121
IFITM3,OAS2,0.9999999999621101
CCR1,CXCL9,-1.0
NCF2,RAC2,0.9999999872427823
CD79A,TCL1A,0.9999306382301699
ACE2,ITGB1,-0.9999999990718301
LTBP2,TGFB3,-0.9999999917081186
