geneA,geneB,weight
MEP1B,XPNPEP2,-0.999999999842957
FN1,ITGAM,-0.9999999999971896
HLA-G,LILRA1,-0.9999999998763611
CLDN18,OCLN,-0.9999934418542815
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.9999999835065709
ADAMTS2,COL1A1,-0.9999999999999969
CD28,CD38,0.9999999999999998
IL16,LTA,0.9872583050871098
APOB,OLR1,1.0
IL1A,ITGAX,-0.9997859631636946
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999999999850134
CXCL9,PTPRC,0.9999999999999755
ADAM33,SPINK5,-0.827546373678012
DEFA5,MMP7,-0.9999999902171439
SLC15A1,SLC6A19,-0.9999999769688476
FN1,OCLN,1.0
CCL17,CXCL10,0.9987139558902963
CCL13,CXCR1,-0.9991635677364782
CXCL10,SOCS1,0.9999128211081278
CCL25,CXCL3,0.9999999999968034
FCGBP,MUC2,0.999691248564871
IL1A,IL6,-0.9999999426225762
MMP12,TIMP1,0.9841823034426243
PROM1,SEMA4A,0.9999462669018713
NCF2,PRKCB,0.9999999999984597
LTF,SLC11A1,-0.99999999988843
ACE2,VWF,1.0
ADH6,UGT2B17,-0.9999999999999303
HGF,MMP1,-1.0
BLK,CD19,0.9999999983361086
LCN2,MMP9,-0.9986238670966681
HSPG2,LRP8,-0.8765647004862028
APOE,ICAM1,0.9999881482370948
CXCL2,TNF,-0.9999999999999973
CSF3,LTA,-0.9936725535821006
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9999887608255109
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999999797
IGFBP5,THBS1,0.9999999999999993
BLK,TNFAIP3,0.9999999999999983
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999998915292
CXCL10,IL1B,0.9402005801076381
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9999259356252056
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9999999999858539
FOXP3,TNF,0.9999999999999997
ANPEP,PTPRC,0.4675231278178642
COL14A1,LUM,1.0
COL3A1,FN1,-0.9173745962314103
CYP2B6,CYP4F2,-0.9999999999999964
GBP4,IFI44L,-0.9999999999998707
PTGS2,TNFAIP3,-0.99999999226104
SAMD9L,TRIM22,-0.9995932229897881
DOCK4,RPS28,0.9999999999999961
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999841925
CNTFR,CSF3,0.9999966854009643
BPIFB1,MUC5B,-1.0
MADCAM1,SELL,1.0
CD14,FCER1G,-0.9999999995552526
ITGB7,VCAM1,0.9999999956552578
CTSG,LYZ,0.9999919813345791
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999999999828
CCL22,CXCR1,-0.9999992119980243
CCL2,ITGAX,-0.9999999999999933
ICOS,ITK,0.9999999999999863
FCGR3A,PTPRC,-0.9805328257561855
PADI4,VWF,-0.9999995122598002
BLK,CXCR5,0.9999998735055963
HLA-DQA2,PDCD1LG2,-0.999994834250293
CXCL10,RETNLB,0.9999996981966278
GZMB,KLF2,0.750382971412352
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999599882
CD1C,CR2,0.9976679863245171
COL4A3,ITGB7,0.9999999999986675
AIM2,NLRC5,0.9976713520950035
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999999785789
CTHRC1,POSTN,-0.9999999938949107
COL18A1,FN1,0.6022844878927023
CCL2,IL6,-0.9999999999991945
CD79B,CR2,0.9999999894457341
CCL20,CXCR4,0.9999999999999654
ITGAX,STAT1,-0.9861476449943846
CXCL10,TLR2,-0.9999999999999972
CYP2C9,CYP2D6,0.9999998024820044
FN1,TNFAIP6,-0.9999999999995356
IFITM3,OAS2,-0.999999999929965
CCR1,CXCL9,0.9999999998284507
NCF2,RAC2,0.9999999999999951
CD79A,TCL1A,0.9817299092265944
ACE2,ITGB1,1.0
LTBP2,TGFB3,0.9999999999995278
S100A12,S100A9,-0.9999999954059778
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9999999999971139
CCL22,CCL4,0.9999999956337328
ITGAM,NCF2,0.9992845601806738
IDO1,ITGAX,-0.9163325028587127
CXCL10,ITGAM,-0.8783573987629701
CD40,STAT1,-0.8434966883483318
ADH6,DGAT1,-0.9999999999999992
CD40,CD83,1.0
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999982003702962
HIF1A,IL6,-1.0
BGN,CHAD,1.0
ARHGAP9,SASH3,1.0
AICDA,POU2AF1,1.0
ICAM1,ITGAX,0.999467574499666
ITGB2,PTPRC,0.9999999999335529
SNAI1,TWIST1,-1.0
APOB,GPT,-0.9999854207071444
AGR2,FABP2,-1.0
LY9,SLAMF1,1.0
CXCL5,ICAM1,-0.9999999999999943
MMRN1,SELP,-0.9895001977830382
CD1C,IFNG,0.9999999999978667
GP1BA,ICAM1,1.0
CD19,SPIB,0.9999999999998138
CD28,CD48,0.9999999999998465
