geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999845203216
HLA-G,LILRA1,-0.999999999491864
CLDN18,OCLN,0.9999999999598943
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-1.0
ADAMTS2,COL1A1,-1.0
CD28,CD38,1.0
IL16,LTA,-0.9999894777637217
APOB,OLR1,0.9999999999999999
IL1A,ITGAX,-0.976716638222901
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999981528036969
CXCL9,PTPRC,0.9999999999999976
ADAM33,SPINK5,0.9996486024544374
DEFA5,MMP7,0.8353783576779068
SLC15A1,SLC6A19,-1.0
FN1,OCLN,1.0
CCL17,CXCL10,-0.9984976687964782
CCL13,CXCR1,-0.9999999999981315
CXCL10,SOCS1,-0.9999773137082405
ADCYAP1,GCG,-0.9884065066657521
CCL25,CXCL3,1.0
CCL4L2,CCR4,0.9999999999999077
FCGBP,MUC2,-1.0
IL1A,IL6,-0.9999999999999828
MMP12,TIMP1,-0.9999999999993758
PROM1,SEMA4A,0.9999999447378384
NCF2,PRKCB,0.9999890259716189
LTF,SLC11A1,0.999946764108452
ACE2,VWF,0.9999999999997299
ADH6,UGT2B17,-0.9999999999959143
HGF,MMP1,-1.0
BLK,CD19,0.9999999980699088
LCN2,MMP9,-0.9999998004978993
HSPG2,LRP8,-0.9999499570934351
APOE,ICAM1,-0.9999998879981967
CXCL2,TNF,-0.9999999999969498
CSF3,LTA,-0.9999999999919076
CCL19,CXCL9,0.9999999999999929
CD274,LILRB1,-0.9799511977280485
CD79B,CXCL9,0.9999999479221144
CD40,SELP,0.9999999973108074
IGFBP5,THBS1,0.9999509550729135
BLK,TNFAIP3,0.9621246085777742
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999994170192
CXCL10,IL1B,-0.9999412349275507
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,-0.9433385392367728
NTRK2,SH2B2,1.0
FCMR,VPREB3,-0.9982933413612912
FOXP3,TNF,-0.3084206887423638
ANPEP,PTPRC,0.9592890532056109
COL3A1,FN1,-0.9804421397776757
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,0.9999995861864676
PTGS2,TNFAIP3,0.9999999987252722
SAMD9L,TRIM22,0.9999999999999999
DOCK4,RPS28,-0.9999999999771133
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999999
CNTFR,CSF3,1.0
BPIFB1,MUC5B,-0.9999999855226244
MADCAM1,SELL,0.9999999999999343
CD14,FCER1G,-0.9999999999999974
ITGB7,VCAM1,-0.9969885468777928
CTSG,LYZ,-0.9999989144811247
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999708824746
CCL22,CXCR1,-0.9870762676452544
CCL2,ITGAX,0.9939894704853736
ICOS,ITK,0.9999999977028805
FCGR3A,PTPRC,-0.27831603623633905
PADI4,VWF,-0.9999928594257691
BLK,CXCR5,-0.9999999999489811
HLA-DQA2,PDCD1LG2,-0.7653172917183177
CXCL10,RETNLB,0.9999997463858007
GZMB,KLF2,-0.9997663977889768
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999660855
CD1C,CR2,0.9999999999989672
HLA-DQA2,PDCD1,0.9999998951446444
COL4A3,ITGB7,0.9816109708553349
AIM2,NLRC5,-0.3516380499733682
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999989913229
CTHRC1,POSTN,-0.999999994261871
COL18A1,FN1,0.9999986674615587
CCL2,IL6,-0.9999999999999987
CD79B,CR2,-0.3522520618207067
CCL20,CXCR4,1.0
ITGAX,STAT1,-0.9958678566965902
CXCL10,TLR2,-0.9999999999999999
CYP2C9,CYP2D6,-1.0
FN1,TNFAIP6,-0.9999999999999509
IFITM3,OAS2,-0.9999999999995545
CCR1,CXCL9,0.9998684986573828
NCF2,RAC2,1.0
CD79A,TCL1A,1.0
ACE2,ITGB1,1.0
LTBP2,TGFB3,1.0
S100A12,S100A9,-1.0
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9992005218679956
CCL22,CCL4,0.9999999060241813
ITGAM,NCF2,-0.9999782522844862
IDO1,ITGAX,0.9999056276130606
CXCL10,ITGAM,-0.9786289130341436
CD40,STAT1,-0.9998481076310933
ADH6,DGAT1,-0.9998560397324002
CD40,CD83,-0.9689024592619834
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999999491611204
HIF1A,IL6,0.7037019028689725
BGN,CHAD,0.9999999999999944
ARHGAP9,SASH3,-0.999999977278161
AICDA,POU2AF1,1.0
ICAM1,ITGAX,-0.8137359438989621
ITGB2,PTPRC,0.9215823157780532
SNAI1,TWIST1,-1.0
APOB,GPT,-1.0
AGR2,FABP2,0.9999999999999893
LY9,SLAMF1,0.9999999999967438
CXCL5,ICAM1,-1.0
MMRN1,SELP,-0.9999999820042413
CD1C,IFNG,0.9999999996906883
GP1BA,ICAM1,1.0
CD19,SPIB,1.0
CD28,CD48,0.9999999572618968
PI3,PIK3CD,0.921576734529856
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999999999069
APOA1,GPT,0.999999999963164
MUC13,MUC5B,-0.9997568451261009
REG1B,REG3A,-0.9999999813651864
FOXP3,TNFRSF4,0.9436054801202921
IL6,LTA,0.9999995506867957
APOB,PLA2G12B,-1.0
