geneA,geneB,weight
MEP1B,XPNPEP2,-0.9999999998699303
FN1,ITGAM,-0.9999999999996769
HLA-G,LILRA1,-0.9999999998385461
CLDN18,OCLN,-0.9999770422512901
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.999999996639613
ADAMTS2,COL1A1,-0.999999999999999
CD28,CD38,0.999999999999999
IL16,LTA,0.9789464667316055
APOB,OLR1,1.0
IL1A,ITGAX,-0.9998635588766244
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999999999908211
CXCL9,PTPRC,0.9999999999999192
ADAM33,SPINK5,-0.9558542046681847
DEFA5,MMP7,-0.9999999984871263
SLC15A1,SLC6A19,-0.9999999835131091
FN1,OCLN,1.0
CCL17,CXCL10,0.9967971518972906
CCL13,CXCR1,-0.9998346471387294
CXCL10,SOCS1,0.9997942852181766
ADCYAP1,GCG,-0.5537048623727973
CCL25,CXCL3,0.9999999999897804
CCL4L2,CCR4,-0.49640717644340093
FCGBP,MUC2,0.9996937600290986
IL1A,IL6,-0.9999999603961247
MMP12,TIMP1,0.9189174253292275
PROM1,SEMA4A,0.9999667669949521
NCF2,PRKCB,0.9999999999916493
LTF,SLC11A1,-0.9999999999659778
ACE2,VWF,1.0
ADH6,UGT2B17,-0.999999999999928
HGF,MMP1,-1.0
BLK,CD19,0.9999999916513126
LCN2,MMP9,-0.9995476532829664
HSPG2,LRP8,-0.8062430958919429
APOE,ICAM1,0.9999451096979081
CXCL2,TNF,-0.9999999999999983
CSF3,LTA,-0.9958408107004711
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9999565560363829
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999999495
IGFBP5,THBS1,0.9999999999999982
BLK,TNFAIP3,0.9999999999999981
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999999453488
CXCL10,IL1B,0.8826361806636824
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9997737226564172
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9999999999434751
FOXP3,TNF,0.9999999999999991
ANPEP,PTPRC,0.6774932525166961
COL14A1,LUM,0.9999999999999998
COL3A1,FN1,-0.9570079233687093
CYP2B6,CYP4F2,-0.9999999999999964
GBP4,IFI44L,-0.9999999999999444
PTGS2,TNFAIP3,-0.9999999944240335
SAMD9L,TRIM22,-0.9993527251819809
DOCK4,RPS28,0.99999999999999
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999916237
CNTFR,CSF3,0.9999972194172422
BPIFB1,MUC5B,-1.0
MADCAM1,SELL,1.0
CD14,FCER1G,-0.9999999998674237
ITGB7,VCAM1,0.9999999971060591
CTSG,LYZ,0.9996454262170382
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999999999916
CCL22,CXCR1,-0.9999997407148422
CCL2,ITGAX,-0.9999999999999987
ICOS,ITK,0.9999999999999675
FCGR3A,PTPRC,-0.9958310026090686
PADI4,VWF,-0.9999998008191849
BLK,CXCR5,0.9999998339455208
HLA-DQA2,PDCD1LG2,-0.9999978880330479
CXCL10,RETNLB,0.9999976428347027
GZMB,KLF2,0.7621674947128092
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999864029
CD1C,CR2,0.999972322065464
HLA-DQA2,PDCD1,-0.6403724401554035
COL4A3,ITGB7,0.9999999999979791
AIM2,NLRC5,0.9991410060862858
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999999907946
CTHRC1,POSTN,-0.9999999980473837
COL18A1,FN1,-0.33043460374081923
CCL2,IL6,-0.9999999999979459
CD79B,CR2,0.9999999979901419
CCL20,CXCR4,0.9999999999998328
ITGAX,STAT1,-0.9836192777719841
CXCL10,TLR2,-0.9999999999999988
CYP2C9,CYP2D6,0.9999997789663738
FN1,TNFAIP6,-0.9999999999998371
IFITM3,OAS2,-0.9999999999806692
CCR1,CXCL9,0.9999999994941355
NCF2,RAC2,0.9999999999999806
CD79A,TCL1A,0.9965090299831524
ACE2,ITGB1,1.0
LTBP2,TGFB3,0.9999999999988951
S100A12,S100A9,-0.9999999944205518
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9999999999977255
CCL22,CCL4,0.9999999848792862
ITGAM,NCF2,0.9969520175709765
IDO1,ITGAX,-0.9717058025008126
CXCL10,ITGAM,-0.9614793328533547
CD40,STAT1,-0.7678026575557313
ADH6,DGAT1,-0.9999999999999989
CD40,CD83,1.0
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999986753383944
HIF1A,IL6,-1.0
BGN,CHAD,1.0
ARHGAP9,SASH3,1.0
AICDA,POU2AF1,1.0
ICAM1,ITGAX,0.9983410432047969
ITGB2,PTPRC,0.9999999998199889
SNAI1,TWIST1,-1.0
APOB,GPT,-0.9999869573723308
AGR2,FABP2,-1.0
LY9,SLAMF1,1.0
CXCL5,ICAM1,-0.9999999999999968
MMRN1,SELP,-0.9964250188934135
CD1C,IFNG,0.9999999999896542
GP1BA,ICAM1,1.0
CD19,SPIB,0.9999999999996444
CD28,CD48,0.9999999999996282
PI3,PIK3CD,-0.5787103221530088
CD1C,PTPRC,0.9999999999999999
HBEGF,PGF,-0.9999881498457235
APOA1,GPT,0.9999845423662703
MUC13,MUC5B,0.9814863601234461
REG1B,REG3A,-0.9999934066869229
FOXP3,TNFRSF4,0.9961739601103993
IL6,LTA,0.9999999999999999
APOB,PLA2G12B,0.9999999999999798
CD5,IL7R,1.0
ICAM1,IL6,-0.9999999999999387
HCAR2,SLC5A8,0.9999999999999901
CD72,CD79A,0.9999999999991965
CCL19,IFNG,0.9999999977733576
CHGA,MUC2,-0.9999999978906193
F2RL2,PRSS3,-0.9716219147690084
CCR7,CXCR2,-0.999967919141274
APOA4,PLA2G7,0.9999999999951733
CCL19,PTPRC,0.9999999999983407
CD79B,PTPRC,0.9999999998508737
COL2A1,COL5A2,1.0
GCNT3,MUC2,-0.9993612218322249
CARD11,DPP4,-0.5826942750064146
FCGR1A,ITGAX,-0.9999999999524845
CXCL13,IL1B,0.9999956929012837
CD80,CEACAM5,-0.9999999999572071
FCN1,FCN3,-0.9999989133673143
CXCR4,MMP2,-0.933566505565318
CYP2C9,UGT2B7,-0.999999999999979
EDNRA,KCNJ2,-1.0
CYP2C18,CYP3A4,-0.9833777815075121
SLAMF1,SLAMF6,1.0
IL1B,TREM1,-1.0
MEP1B,NTS,-0.9859609966377525
TNFSF11,TNFSF13B,1.0
SLC13A2,SLC26A2,0.9999999982298721
SERPINE1,TIMP1,-0.9999999562704266
ERBB3,EREG,1.0
CCL11,DPP4,0.9995735418918354
FCGR1A,IL6,-0.9999999999999657
MT1E,MT1F,-0.618625309124562
BATF,CXCR5,0.9997871227442743
F5,SERPINA5,0.9999999994656525
CD22,CD72,1.0
CCL4,CXCL9,-0.99897283794777
ADH1B,ADH1C,-0.9968946979231946
HCAR2,NPY,1.0
ADCYAP1,SST,-0.9999998655784156
CXCL5,MMP1,-0.9999999999987871
CLDN18,CLDN8,0.9999999999999988
COL4A3,NPHS1,0.9985037162599478
CSF2,CXCL2,0.9999766593051842
FCAMR,FCAR,0.8965988774173388
ASAH2,SPHK1,1.0
POSTN,THBS2,-0.9822114675335881
IL2RA,IL3RA,0.9999999816578675
ABCB1,CYP3A5,-0.9999999903625783
EIF1AY,TMSB4Y,0.9709402584603836
