geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999802719941
HLA-G,LILRA1,-0.9999999994461226
CLDN18,OCLN,0.9999999999600149
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-1.0
ADAMTS2,COL1A1,-1.0
CD28,CD38,1.0
IL16,LTA,-0.9999866716328119
APOB,OLR1,0.9999999999999999
IL1A,ITGAX,-0.9783347472566254
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999981026174698
CXCL9,PTPRC,0.9999999999999977
ADAM33,SPINK5,0.9997264021017989
DEFA5,MMP7,0.8278441678747364
SLC15A1,SLC6A19,-1.0
FN1,OCLN,1.0
CCL17,CXCL10,-0.997944111749874
CCL13,CXCR1,-0.9999999999977999
CXCL10,SOCS1,-0.9999575792681723
ADCYAP1,GCG,-0.9835190217068354
CCL25,CXCL3,1.0
CCL4L2,CCR4,0.9999999999998852
FCGBP,MUC2,-1.0
IL1A,IL6,-0.9999999999999825
MMP12,TIMP1,-0.9999999999992917
PROM1,SEMA4A,0.999999948341831
NCF2,PRKCB,0.9999878560421676
LTF,SLC11A1,0.99995606201034
ACE2,VWF,0.9999999999998445
ADH6,UGT2B17,-0.9999999999961056
HGF,MMP1,-1.0
BLK,CD19,0.999999998032871
LCN2,MMP9,-0.999999758825409
HSPG2,LRP8,-0.99992060035615
APOE,ICAM1,-0.9999998218242859
CXCL2,TNF,-0.9999999999967083
CSF3,LTA,-0.9999999999935206
CCL19,CXCL9,0.9999999999999948
CD274,LILRB1,-0.9566576501594456
CD79B,CXCL9,0.9999999761807652
CD40,SELP,0.9999999976322066
IGFBP5,THBS1,0.999943159001623
BLK,TNFAIP3,0.9803101841129745
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999993423779
CXCL10,IL1B,-0.9999555808746312
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,-0.9335075304109589
NTRK2,SH2B2,1.0
FCMR,VPREB3,-0.9980631375133691
FOXP3,TNF,-0.3341523019338799
ANPEP,PTPRC,0.9712999691347037
COL3A1,FN1,-0.9830615166828192
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,0.9999997117347061
PTGS2,TNFAIP3,0.9999999978759272
SAMD9L,TRIM22,0.9999999999999999
DOCK4,RPS28,-0.9999999999587383
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999999
CNTFR,CSF3,1.0
BPIFB1,MUC5B,-0.9999999880375785
MADCAM1,SELL,0.9999999999999479
CD14,FCER1G,-0.9999999999999974
ITGB7,VCAM1,-0.9954540764167163
CTSG,LYZ,-0.9999988691068616
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999750837505
CCL22,CXCR1,-0.9858837153354509
CCL2,ITGAX,0.9922988757254086
ICOS,ITK,0.9999999986540976
FCGR3A,PTPRC,-0.43262846882445455
PADI4,VWF,-0.9999938724764543
BLK,CXCR5,-0.999999999930337
HLA-DQA2,PDCD1LG2,-0.7938098516085011
CXCL10,RETNLB,0.9999997558237762
GZMB,KLF2,-0.9998440953701409
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.999999999977008
CD1C,CR2,0.9999999999989853
HLA-DQA2,PDCD1,0.9999998563430911
COL4A3,ITGB7,0.9841137588434525
AIM2,NLRC5,0.4672868626990665
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999990916751
CTHRC1,POSTN,-0.9999999938207726
COL18A1,FN1,0.9999984813692544
CCL2,IL6,-0.9999999999999989
CD79B,CR2,-0.42404677209359587
CCL20,CXCR4,1.0
ITGAX,STAT1,-0.9949869236850196
CXCL10,TLR2,-0.9999999999999999
CYP2C9,CYP2D6,-1.0
FN1,TNFAIP6,-0.9999999999999712
IFITM3,OAS2,-0.9999999999997713
CCR1,CXCL9,0.9998945787179372
NCF2,RAC2,1.0
CD79A,TCL1A,1.0
ACE2,ITGB1,1.0
LTBP2,TGFB3,1.0
S100A12,S100A9,-1.0
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9992996245960024
CCL22,CCL4,0.9999998650433001
ITGAM,NCF2,-0.9999813909924989
IDO1,ITGAX,0.9998947592345205
CXCL10,ITGAM,-0.9745563653975131
CD40,STAT1,-0.9996526975544411
ADH6,DGAT1,-0.9998834433558014
CD40,CD83,-0.9645284190104074
CSF3R,OSM,-1.0
EGR1,ERBB3,0.9999999536522763
HIF1A,IL6,0.705421219697382
BGN,CHAD,0.999999999999995
ARHGAP9,SASH3,-0.9999999720499985
AICDA,POU2AF1,1.0
ICAM1,ITGAX,-0.791028154710514
ITGB2,PTPRC,0.9346165920432071
SNAI1,TWIST1,-1.0
APOB,GPT,-1.0
AGR2,FABP2,0.9999999999999918
LY9,SLAMF1,0.9999999999972964
CXCL5,ICAM1,-1.0
MMRN1,SELP,-0.9999999780762285
CD1C,IFNG,0.9999999997600365
GP1BA,ICAM1,1.0
CD19,SPIB,1.0
CD28,CD48,0.9999999456109522
PI3,PIK3CD,0.8793002072916917
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999999998944
APOA1,GPT,0.9999999999488975
MUC13,MUC5B,-0.9997504925970905
