geneA,geneB,weight
MEP1B,XPNPEP2,0.9999999086738137
FN1,ITGAM,1.0
HLA-G,LILRA1,0.955288043918265
CLDN18,OCLN,1.0
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,0.730092224801359
ADAMTS2,COL1A1,0.9999999753957413
CD28,CD38,-1.0
IL16,LTA,0.9999999980531782
APOB,OLR1,0.9999999999990571
EDN3,HCAR2,0.8984386372005547
CXCL9,IFNG,-0.9999078453933338
CXCL9,PTPRC,-0.9999950558805131
ADAM33,SPINK5,0.9999983084178815
DEFA5,MMP7,0.9999999999993718
SLC15A1,SLC6A19,-0.9999996323863881
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999993689618741
CCL13,CXCR1,-0.9999998550772421
CXCL10,SOCS1,-0.9991608637718496
ADCYAP1,GCG,-0.9094069925605659
CCL25,CXCL3,-0.9999999999999994
CCL4L2,CCR4,-0.9999999999999927
FCGBP,MUC2,0.9999999999999952
IL1A,IL6,-0.9998550783483534
MMP12,TIMP1,-0.9999988539644155
PROM1,SEMA4A,-0.9999999993336259
NCF2,PRKCB,0.9999999995680594
LTF,SLC11A1,1.0
ACE2,VWF,0.9999508301359572
ADH6,UGT2B17,0.9999999999999999
HGF,MMP1,-0.999996716270288
BLK,CD19,-0.9999975770575011
LCN2,MMP9,-0.9999999992762079
HSPG2,LRP8,-0.9981389630826701
APOE,ICAM1,-1.0
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9999995441372285
CD274,LILRB1,1.0
CD79B,CXCL9,0.9982467620266814
CD40,SELP,-1.0
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.999999689154007
FCAR,FCGR3B,-0.9999999635999121
C3,MMP9,-0.8636969101418361
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,-0.9999994876659168
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.9999999999998661
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9778083451415617
FOXP3,TNF,-1.0
ANPEP,PTPRC,-0.9934028357838853
COL14A1,LUM,-0.9999999999738605
COL3A1,FN1,0.9999965106378821
CYP2B6,CYP4F2,-0.999999999995458
GBP4,IFI44L,0.9985494164930164
PTGS2,TNFAIP3,0.9999999920296416
SAMD9L,TRIM22,-0.9999999917253807
DOCK4,RPS28,0.9765288765156146
CCL2,CXCR1,0.9999972541504344
CHI3L1,IL13RA2,0.9766218132144465
ADCY7,PKLR,-0.9981580099196835
CNTFR,CSF3,0.9999999999999565
BPIFB1,MUC5B,-0.9951806131192713
MADCAM1,SELL,-1.0
CD14,FCER1G,-0.575559851823958
ITGB7,VCAM1,-0.9999225162993809
CTSG,LYZ,-0.9999999998759644
PHLPP2,PLEK,-1.0
FCGR3A,IFNG,-0.9992713973441539
CCL22,CXCR1,1.0
CCL2,ITGAX,0.9999455411223627
ICOS,ITK,-1.0
FCGR3A,PTPRC,0.9999848662563399
PADI4,VWF,-0.9999999999480592
BLK,CXCR5,0.999999152906013
HLA-DQA2,PDCD1LG2,-0.7814786774468057
CXCL10,RETNLB,-0.9999999999999999
GZMB,KLF2,0.9999998632744292
FCRL5,MS4A1,-1.0
CCR1,FCER1G,-0.9998986507779669
CD1C,CR2,-0.9999999997119795
HLA-DQA2,PDCD1,0.9979743536580175
COL4A3,ITGB7,-0.999999999881291
AIM2,NLRC5,-0.9999995214982649
CYP26B1,CYP2B6,-0.9999999999998531
IL1B,SOCS3,0.8487794449519249
CTHRC1,POSTN,-0.9999933024955298
COL18A1,FN1,-0.9999999998533657
CCL2,IL6,0.9999999999999996
CD79B,CR2,-0.9645328346246634
CCL20,CXCR4,-1.0
CXCL10,TLR2,0.9999999786183151
CYP2C9,CYP2D6,0.9999978745895334
FN1,TNFAIP6,0.9999999521514404
IFITM3,OAS2,0.999999999976899
CCR1,CXCL9,-1.0
NCF2,RAC2,0.9999999527297633
CD79A,TCL1A,0.9508877933739898
ACE2,ITGB1,-0.9999999974156515
LTBP2,TGFB3,-0.9999999834392328
S100A12,S100A9,0.9978515046523346
CD22,ITGAX,-0.9999999872402274
SEC24C,SEC31B,-0.9999999999999836
CCL22,CCL4,0.9999999999999972
ITGAM,NCF2,1.0
IDO1,ITGAX,0.6897396612433896
CXCL10,ITGAM,0.999999997384997
CD40,STAT1,0.9999999999999952
ADH6,DGAT1,-0.8701385260876296
CD40,CD83,1.0
CSF3R,OSM,-0.9999999998541853
EGR1,ERBB3,0.9999984554150637
HIF1A,IL6,0.9991557343424875
BGN,CHAD,-1.0
ARHGAP9,SASH3,0.999999991694104
AICDA,POU2AF1,-0.9998122480322071
ICAM1,ITGAX,-0.9999999999929788
ITGB2,PTPRC,-0.9999998960961729
SNAI1,TWIST1,1.0
APOB,GPT,0.394756795457402
AGR2,FABP2,1.0
LY9,SLAMF1,-1.0
CXCL5,ICAM1,0.9999999999999746
