geneA,geneB,weight
MEP1B,XPNPEP2,0.9999999648414768
FN1,ITGAM,1.0
HLA-G,LILRA1,0.9623277506900478
CLDN18,OCLN,1.0
ADAMTS4,COL3A1,1.0
IGFBP5,LUM,0.5989431064020023
ADAMTS2,COL1A1,0.9999999991647998
CD28,CD38,-1.0
IL16,LTA,0.9999999984548253
APOB,OLR1,0.9999999999967633
IL1A,ITGAX,-0.5218250871990849
EDN3,HCAR2,0.8927432775245661
CXCL9,IFNG,-0.9997406911420872
CXCL9,PTPRC,-0.9999904056158399
ADAM33,SPINK5,0.9999986572341274
DEFA5,MMP7,0.9999999999838374
SLC15A1,SLC6A19,-0.9999976264812871
FN1,OCLN,-1.0
CCL17,CXCL10,0.9999994408517393
CCL13,CXCR1,-0.999999877261903
CXCL10,SOCS1,-0.9996886051716112
ADCYAP1,GCG,-0.9188320577328991
CCL25,CXCL3,-0.9999999999999998
CCL4L2,CCR4,-0.999999999999992
FCGBP,MUC2,0.999999999999975
IL1A,IL6,-0.9999467903945547
MMP12,TIMP1,-0.9999986367513224
PROM1,SEMA4A,-0.999999999703003
NCF2,PRKCB,0.9999999997697046
LTF,SLC11A1,1.0
ACE2,VWF,0.9998455532229279
ADH6,UGT2B17,0.9999999999999999
HGF,MMP1,-0.9999964075121992
BLK,CD19,-0.9999581078060081
LCN2,MMP9,-0.9999999800378087
HSPG2,LRP8,-0.9986109542831672
APOE,ICAM1,-1.0
CXCL2,TNF,1.0
CSF3,LTA,1.0
CCL19,CXCL9,-0.9999839581386116
CD274,LILRB1,1.0
CD79B,CXCL9,0.9996712771697589
CD40,SELP,-0.9999999999999999
IGFBP5,THBS1,-1.0
BLK,TNFAIP3,-0.9999997887306219
FCAR,FCGR3B,-0.9999999276279984
C3,MMP9,-0.8513635931079279
CXCL10,IL1B,-1.0
CSF2,FCGR2A,1.0
CLEC6A,FCGR3B,-0.9999956738332941
HAPLN1,LUM,-1.0
ADGRE2,SCT,0.99999999999999
NTRK2,SH2B2,-1.0
FCMR,VPREB3,0.9847868523284359
FOXP3,TNF,-1.0
ANPEP,PTPRC,-0.9936523818014942
COL14A1,LUM,-0.9999999999845144
COL3A1,FN1,0.9999980547603473
CYP2B6,CYP4F2,-0.9999999999960463
GBP4,IFI44L,0.9970964211946199
PTGS2,TNFAIP3,0.9999999975463671
SAMD9L,TRIM22,-0.9999999843620918
DOCK4,RPS28,0.9830530464631815
CCL2,CXCR1,0.9999976512169002
CHI3L1,IL13RA2,0.9934911800562056
ADCY7,PKLR,-0.9987024444837258
CNTFR,CSF3,0.9999999999994865
BPIFB1,MUC5B,-0.9971327249575456
