geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999834091517
HLA-G,LILRA1,-0.999999999476981
CLDN18,OCLN,0.9999999999443953
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-1.0
ADAMTS2,COL1A1,-1.0
CD28,CD38,1.0
IL16,LTA,-0.9999882457411212
APOB,OLR1,0.9999999999999999
IL1A,ITGAX,-0.9733908414237594
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999980002235471
CXCL9,PTPRC,0.9999999999999979
ADAM33,SPINK5,0.9997560223084881
DEFA5,MMP7,0.8339050812075891
SLC15A1,SLC6A19,-1.0
FN1,OCLN,1.0
CCL17,CXCL10,-0.997720772598219
CCL13,CXCR1,-0.9999999999980216
CXCL10,SOCS1,-0.9999524206148194
ADCYAP1,GCG,-0.987677580565119
CCL25,CXCL3,1.0
CCL4L2,CCR4,0.9999999999999086
FCGBP,MUC2,-1.0
IL1A,IL6,-0.9999999999999805
MMP12,TIMP1,-0.9999999999991717
PROM1,SEMA4A,0.9999999438113824
NCF2,PRKCB,0.9999918224715373
LTF,SLC11A1,0.999963586067323
ACE2,VWF,0.9999999999997071
ADH6,UGT2B17,-0.9999999999977862
HGF,MMP1,-1.0
BLK,CD19,0.9999999977531603
LCN2,MMP9,-0.9999997104269266
HSPG2,LRP8,-0.9999328334381227
APOE,ICAM1,-0.9999997818289785
CXCL2,TNF,-0.9999999999955729
CSF3,LTA,-0.9999999999899207
CCL19,CXCL9,0.999999999999995
CD274,LILRB1,-0.9391763670586656
CD79B,CXCL9,0.9999999761710645
CD40,SELP,0.9999999977051542
IGFBP5,THBS1,0.9999427313407496
BLK,TNFAIP3,0.9765853654161312
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999994149275
CXCL10,IL1B,-0.9999443163689106
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,-0.9327091756481474
NTRK2,SH2B2,1.0
FCMR,VPREB3,-0.9975957259940768
ANPEP,PTPRC,0.956283238927652
COL3A1,FN1,-0.9841096299795453
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,0.9999997526506886
PTGS2,TNFAIP3,0.9999999987660529
SAMD9L,TRIM22,0.9999999999999999
DOCK4,RPS28,-0.9999999999576727
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999999
CNTFR,CSF3,1.0
BPIFB1,MUC5B,-0.9999999858621726
MADCAM1,SELL,0.9999999999999385
CD14,FCER1G,-0.9999999999999969
ITGB7,VCAM1,-0.9967285720845218
CTSG,LYZ,-0.9999983891936562
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999695362624
CCL22,CXCR1,-0.9771981856443234
CCL2,ITGAX,0.9949044475960411
ICOS,ITK,0.9999999982335976
PADI4,VWF,-0.999992311687504
BLK,CXCR5,-0.9999999999360081
HLA-DQA2,PDCD1LG2,-0.8142139247768511
CXCL10,RETNLB,0.9999997138525379
GZMB,KLF2,-0.9997261409056531
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999542114
CD1C,CR2,0.9999999999987684
HLA-DQA2,PDCD1,0.9999998687313473
COL4A3,ITGB7,0.9805196846810649
AIM2,NLRC5,0.46644979729615305
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999989635754
CTHRC1,POSTN,-0.9999999936940729
COL18A1,FN1,0.9999982857065915
CCL2,IL6,-0.9999999999999987
CD79B,CR2,-0.48984166267046514
CCL20,CXCR4,1.0
ITGAX,STAT1,-0.9944381317868989
CXCL10,TLR2,-0.9999999999999999
CYP2C9,CYP2D6,-1.0
FN1,TNFAIP6,-0.999999999999965
IFITM3,OAS2,-0.9999999999994736
CCR1,CXCL9,0.9999069153323296
NCF2,RAC2,1.0
CD79A,TCL1A,1.0
ACE2,ITGB1,1.0
LTBP2,TGFB3,1.0
S100A12,S100A9,-1.0
CD22,ITGAX,1.0
SEC24C,SEC31B,0.9991718282951908
CCL22,CCL4,0.9999999314540573
ITGAM,NCF2,-0.9999745687513374
IDO1,ITGAX,0.9999179201218413
CXCL10,ITGAM,-0.970852279924005
CD40,STAT1,-0.9996188746029403
ADH6,DGAT1,-0.9998518319118361
CD40,CD83,-0.962783690598328
CSF3R,OSM,-1.0
EGR1,ERBB3,0.999999948587876
HIF1A,IL6,0.7187771791806827
BGN,CHAD,0.9999999999999931
ARHGAP9,SASH3,-0.9999999754844134
AICDA,POU2AF1,1.0
ICAM1,ITGAX,-0.7758673714394925
ITGB2,PTPRC,0.928040870695073
SNAI1,TWIST1,-1.0
APOB,GPT,-1.0
AGR2,FABP2,0.9999999999999892
LY9,SLAMF1,0.9999999999965364
CXCL5,ICAM1,-1.0
MMRN1,SELP,-0.9999999795178739
CD1C,IFNG,0.9999999997446725
GP1BA,ICAM1,1.0
CD19,SPIB,1.0
CD28,CD48,0.9999999640603412
PI3,PIK3CD,0.9343244530813435
CD1C,PTPRC,1.0
HBEGF,PGF,-0.9999999999998551
APOA1,GPT,0.9999999999614869
MUC13,MUC5B,-0.9998125174236774
REG1B,REG3A,-0.9999999758317668
FOXP3,TNFRSF4,0.9489279847331097
IL6,LTA,0.9999997315939007
APOB,PLA2G12B,-1.0
CD5,IL7R,0.9999309996078551
ICAM1,IL6,0.6945025879408762
HCAR2,SLC5A8,0.9999895330006655
CD72,CD79A,0.9999999999999396
CCL19,IFNG,0.999930867052584
CHGA,MUC2,-1.0
F2RL2,PRSS3,0.920100325119579
CCR7,CXCR2,0.5288264956830814
APOA4,PLA2G7,0.9999999999999996
CCL19,PTPRC,0.9987655030707482
CD79B,PTPRC,-0.8477828176870328
COL2A1,COL5A2,1.0
GCNT3,MUC2,-0.9999999999764694
CARD11,DPP4,0.9460554126967807
FCGR1A,ITGAX,-0.9999999877784809
CXCL13,IL1B,0.9999999999999992
CD80,CEACAM5,-0.9999999997832245
FCN1,FCN3,-0.9999999999999998
CXCR4,MMP2,0.9999999999968651
CYP2C9,UGT2B7,-1.0
EDNRA,KCNJ2,0.9998768959351368
CYP2C18,CYP3A4,-1.0
SLAMF1,SLAMF6,1.0
IL1B,TREM1,-1.0
MEP1B,NTS,-1.0
TNFSF11,TNFSF13B,-0.8199654936859757
SLC13A2,SLC26A2,0.9804265250660621
SERPINE1,TIMP1,-1.0
ERBB3,EREG,1.0
CCL11,DPP4,-0.9999999999997443
FCGR1A,IL6,-1.0
MT1E,MT1F,-0.9999857545587092
BATF,CXCR5,-0.999921777925287
F5,SERPINA5,1.0
CD22,CD72,0.9953816540728815
CCL4,CXCL9,0.903442264023668
ADH1B,ADH1C,-0.9999999980283364
HCAR2,NPY,1.0
ADCYAP1,SST,0.998301766739686
CXCL5,MMP1,-1.0
CLDN18,CLDN8,0.9994309688084592
COL4A3,NPHS1,-0.9999063760448128
CSF2,CXCL2,-0.9999995491882334
CR2,MME,0.9704634868956178
FCAMR,FCAR,0.9999999973582965
ASAH2,SPHK1,1.0
POSTN,THBS2,0.9999820535418915
IL2RA,IL3RA,-0.9999999999994066
ABCB1,CYP3A5,-1.0
EIF1AY,TMSB4Y,0.9999999999988192
PDCD1,TNF,1.0
S100A12,SLC11A1,-1.0
CYP2B6,CYP4F3,-0.9965914255765174
ARG2,IL1B,0.9999999999984215
CCR1,IFNG,-0.9999999999433519
CXCL8,MMP3,-0.9999999820194779
CCR1,PTPRC,1.0
CCL21,CXCL13,0.9999999887060848
CCL13,CXCL8,-0.9999530640753977
HGF,IDO1,-0.9999991595765337
CHGB,SST,-0.9999999999999997
CD5,MS4A1,0.9999999508858908
LOC102723407,MAF,1.0
CCL11,CXCR2,-0.9999999999999728
MEP1A,XPNPEP2,-1.0
DGAT1,MOGAT3,-0.9999999999973318
CCR2,SELL,0.9997259693266355
ALPL,SPP1,-0.9999999999999999
F13A1,VWF,0.8426665500602082
OSCAR,TNFSF11,1.0
MT1G,MT1M,0.9999999999413115
CXCL8,FPR1,-1.0
MT1E,MT1G,-0.9999997768264922
COL5A2,TNXB,1.0
HBEGF,PLAU,-0.9999999999988795
CCL18,CXCL6,-0.9990004071300718
CCN2,IFNG,-0.9999965174231116
IL1B,VWF,-0.9999999933283864
CTSK,TNF,0.9999999999121902
CAPN3,MYOF,1.0
APOE,SCIN,0.9998659489978325
CCL28,CCR4,0.9999999999999907
CCL25,CXCL1,1.0
CCN1,SERPINE1,-1.0
GNA15,RGS13,1.0
ITGAX,ITGB1,-0.9479844081828757
COL15A1,COL5A3,-0.9999985388255661
SLC15A1,SLC28A2,-1.0
CD83,IL1B,0.9999999999999305
CRISP3,PLB1,0.9999999999998669
CCL4L2,CXCR2,-0.9999999260838615
FCAR,JCHAIN,-0.99999996942424
FCER1G,ITGB2,-0.9999999988560262
ALDH1A2,CYP26B1,-0.9999999999955879
CD27,NCR3,1.0
MME,MUC2,0.9999999999986328
FCGR3B,FCRL1,0.8218686105243798
GNLY,STX11,-0.9999763987645357
LTF,SPP1,-0.7955198329203554
EGR1,SNAI1,-0.9999999999935282
FCGR2A,ITGB2,-0.9999781178598255
CD24,SELP,0.9999999999999863
FCGR2B,FCRL2,1.0
CCL2,CXCL8,-1.0
CD38,CD69,1.0
IL1B,NLRP6,0.9999999999960225
ENTPD8,GUCY2C,-1.0
HKDC1,KHK,-1.0
LOC102723407,PIGR,-0.9999999999995495
HSD3B1,HSD3B2,-0.9952304873774067
MMRN1,VWF,-1.0
KRT7,MUC2,-1.0
CXCL10,SAA2,-0.9999999999999856
NCF2,S100A9,-1.0
CCL4,IFNG,-0.9999999998925699
CCL13,CXCL9,-0.9999999999999996
FCGR3B,LOC102723407,-1.0
PDCD1,TNFRSF4,0.9999999792229056
CCR2,CXCL13,1.0
HDC,HRH2,0.9999999944775242
CFTR,PDZK1,1.0
ACE2,SLC6A19,-1.0
KDM5D,USP9Y,-0.8831735350744623
CD38,NNMT,-0.9800045031874949
IL1B,SRGN,-0.9999999999990438
CXCL3,IL1A,-1.0
HGF,SEMA3B,0.9992440355526601
DEGS2,RIC3,-0.9999999999999817
DAPP1,PIK3AP1,-0.3147062889441419
FCGR2B,ITGAX,0.9999999988955081
CCR2,TLR2,0.9999406840927125
COL3A1,MMP7,-0.99999963236952
C4BPB,CR1,0.9999999999679036
IGFBP5,SPP1,-0.9999999969335174
FPR1,PTAFR,-0.9999999999999913
FCGR3B,TNFRSF9,-0.9999999854569864
C8G,PTGDS,0.9999961997697595
IFNG,TNFSF13B,-0.9999999999968961
GCG,PYGL,0.9999829738763939
SI,TREH,-1.0
FCER1G,PIK3CD,0.9999985117068518
CCR2,ICOS,0.9999773165706677
CD28,IL7R,0.9999907396370208
COL14A1,TGFB3,0.9999999999999999
PLAUR,SERPINE1,-1.0
CXCL1,CXCR5,0.9999997115838221
MMP7,PTGS2,0.9999956153010232
FADS2,PLA2G12B,1.0
FCGR2B,IL6,0.9999942276825953
HCAR2,HCAR3,-1.0
AIM2,TNF,0.999999999988837
IFNG,SLC11A1,-1.0
LCN2,OLFM4,-0.9997688392501884
IL6,SNAI1,-1.0
FCGR3B,ICAM1,-1.0
