geneA,geneB,weight
MEP1B,XPNPEP2,-0.9999999998797987
FN1,ITGAM,-0.9999999999997726
HLA-G,LILRA1,-0.9999999998348593
CLDN18,OCLN,-0.9999795390908134
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-0.9999999966471331
ADAMTS2,COL1A1,-0.9999999999999988
CD28,CD38,0.9999999999999994
IL16,LTA,0.9816467395065502
APOB,OLR1,1.0
IL1A,ITGAX,-0.9998633971773186
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.999999999990822
CXCL9,PTPRC,0.9999999999998931
ADAM33,SPINK5,-0.9480517872368193
DEFA5,MMP7,-0.9999999984553297
SLC15A1,SLC6A19,-0.9999999863308242
FN1,OCLN,1.0
CCL17,CXCL10,0.9958174759318054
CCL13,CXCR1,-0.9998426997135073
CXCL10,SOCS1,0.9997969374584095
ADCYAP1,GCG,-0.5601250388251808
CCL25,CXCL3,0.9999999999893588
CCL4L2,CCR4,-0.5719306339807034
FCGBP,MUC2,0.9997653791794198
IL1A,IL6,-0.9999999579076854
MMP12,TIMP1,0.9330932150656671
PROM1,SEMA4A,0.9999670414957059
NCF2,PRKCB,0.9999999999880761
LTF,SLC11A1,-0.9999999999651321
ACE2,VWF,1.0
ADH6,UGT2B17,-0.9999999999999173
HGF,MMP1,-1.0
BLK,CD19,0.999999993394847
LCN2,MMP9,-0.9995772408129107
HSPG2,LRP8,-0.8222956672279473
APOE,ICAM1,0.9999450420410123
CXCL2,TNF,-0.9999999999999991
CSF3,LTA,-0.9960825598423009
CCL19,CXCL9,1.0
CD274,LILRB1,-0.9999690621965712
CD79B,CXCL9,1.0
CD40,SELP,0.9999999999999457
IGFBP5,THBS1,0.9999999999999982
BLK,TNFAIP3,0.9999999999999983
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999999364586
CXCL10,IL1B,0.8830131235825602
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,0.9997705043820192
NTRK2,SH2B2,1.0
FCMR,VPREB3,0.9999999999600581
