geneA,geneB,weight
MEP1B,XPNPEP2,-1.0
FN1,ITGAM,-0.9999999818322199
HLA-G,LILRA1,-0.9999999993721335
CLDN18,OCLN,0.9999999999427831
ADAMTS4,COL3A1,-1.0
IGFBP5,LUM,-1.0
ADAMTS2,COL1A1,-1.0
CD28,CD38,1.0
IL16,LTA,-0.9999877623932508
APOB,OLR1,0.9999999999999999
IL1A,ITGAX,-0.9765595215958043
EDN3,HCAR2,1.0
CXCL9,IFNG,-0.9999979138610328
CXCL9,PTPRC,0.9999999999999962
ADAM33,SPINK5,0.9997307174870942
DEFA5,MMP7,0.8318567552177505
SLC15A1,SLC6A19,-1.0
FN1,OCLN,1.0
CCL17,CXCL10,-0.9981338337147115
CCL13,CXCR1,-0.999999999997409
CXCL10,SOCS1,-0.9999558410951432
ADCYAP1,GCG,-0.9876249520515303
CCL25,CXCL3,1.0
CCL4L2,CCR4,0.9999999999998971
FCGBP,MUC2,-1.0
IL1A,IL6,-0.9999999999999817
MMP12,TIMP1,-0.9999999999992649
PROM1,SEMA4A,0.9999999498541468
NCF2,PRKCB,0.9999881224557341
LTF,SLC11A1,0.999951783738379
ACE2,VWF,0.9999999999997431
ADH6,UGT2B17,-0.9999999999958118
HGF,MMP1,-1.0
BLK,CD19,0.9999999979496325
LCN2,MMP9,-0.9999997588941646
HSPG2,LRP8,-0.9999423890281012
APOE,ICAM1,-0.999999823758603
CXCL2,TNF,-0.9999999999979322
CSF3,LTA,-0.9999999999920838
CCL19,CXCL9,0.9999999999999927
CD274,LILRB1,-0.9590725876500266
CD79B,CXCL9,0.9999999682123197
CD40,SELP,0.9999999975156525
IGFBP5,THBS1,0.9999434764928697
BLK,TNFAIP3,0.9779720450296573
FCAR,FCGR3B,-1.0
C3,MMP9,0.9999999993801619
CXCL10,IL1B,-0.999951985673045
CSF2,FCGR2A,-1.0
CLEC6A,FCGR3B,-1.0
HAPLN1,LUM,1.0
ADGRE2,SCT,-0.9324598485799582
NTRK2,SH2B2,1.0
FCMR,VPREB3,-0.9975706942898298
FOXP3,TNF,-0.3345959952405189
ANPEP,PTPRC,0.9672182918681528
COL3A1,FN1,-0.9837082925517708
CYP2B6,CYP4F2,-1.0
GBP4,IFI44L,0.9999997010048054
PTGS2,TNFAIP3,0.9999999983706395
SAMD9L,TRIM22,0.9999999999999999
DOCK4,RPS28,-0.9999999999588152
CCL2,CXCR1,-1.0
CHI3L1,IL13RA2,-1.0
ADCY7,PKLR,0.9999999999999999
CNTFR,CSF3,1.0
BPIFB1,MUC5B,-0.9999999857355323
MADCAM1,SELL,0.9999999999999409
CD14,FCER1G,-0.9999999999999973
ITGB7,VCAM1,-0.9961182224258631
CTSG,LYZ,-0.9999987829228412
PHLPP2,PLEK,1.0
FCGR3A,IFNG,-0.9999999669946682
CCL22,CXCR1,-0.9844448213775977
CCL2,ITGAX,0.9934870152734718
ICOS,ITK,0.9999999976622352
FCGR3A,PTPRC,-0.4686434897276515
PADI4,VWF,-0.9999926397809116
BLK,CXCR5,-0.99999999993001
HLA-DQA2,PDCD1LG2,-0.7651509122382089
CXCL10,RETNLB,0.9999997437193575
GZMB,KLF2,-0.9997629957484957
FCRL5,MS4A1,1.0
CCR1,FCER1G,-0.9999999999613081
CD1C,CR2,0.9999999999989304
HLA-DQA2,PDCD1,0.9999998938887237
COL4A3,ITGB7,0.9827080844362164
AIM2,NLRC5,0.4082207993077408
CYP26B1,CYP2B6,1.0
IL1B,SOCS3,-0.9999999990644449
CTHRC1,POSTN,-0.9999999943280649
